DHSID,HV007: year of interview,HV000: country code,Female Education PCA,Female Education PCA (min-max-scaled),EDI,EDI (min-max-scaled),EDI (UNESCO),EDI (UNESCO) (min-max-scaled),Imputed,households,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,GEID,adm2_name,adm1_name,adm0_name,ISO3,TIF_name,MEAN_AGE,STD_AGE,Random Split (Cross Val) Urban,TestIndex
KE202200000431,2022,KE,5.724760074720672,0.9556444966498816,,,,,True,30.0,2022.0,U,-0.319247,37.663255,KEGE8AFL,Meru South,Eastern,Kenya,KEN,KEGE8AFL00000431.tif,26.2,18.060216736557415,split2,0.7229711440301451
UG201600000044,2016,UG,2.2062848954749668,0.6485455095641961,0.6514794685990338,0.6723985341045073,0.623,0.7066167290886394,False,102.0,2016.0,U,0.301909519025,32.642829482,UGGE7AFL,Nakawa,Kampala,Uganda,UGA,UGGE7AFL00000044.tif,23.140350877192983,15.24963535452948,split2,0.5842519476578036
KE202200001644,2022,KE,4.53202486875151,0.8515403734276477,0.6666666666666667,0.6880733944954128,,,False,44.0,2022.0,U,-1.308914,36.893488,KEGE8AFL,Nairobi,Nairobi,Kenya,KEN,KEGE8AFL00001644.tif,21.48,12.04200979903272,split2,0.5821421071446106
GM201900000066,2019,GM,2.048817544592963,0.6348014694640478,0.5402243589743589,0.5575710127028933,,,False,176.0,2019.0,U,13.411373,-16.659667,GMGE81FL,Kombo Saint Mary,Kanifing Municipal Council,Gambia,GMB,GMGE81FL00000066.tif,18.64516129032258,16.628057196046896,split2,0.7384841002053837
TZ201500000049,2015,TZ,3.192425381370739,0.7346176655166223,0.6166666666666667,0.6364678899082569,,,False,90.0,2015.0,U,-4.083534,37.736866,TZGE7AFL,Same,Kilimanjaro,Tanzania,TZA,TZGE7AFL00000049.tif,24.264150943396228,18.900703022533545,split2,0.23292834558887832
SN201700000140,2017,SN,-2.812438371689173,0.2105021091443918,0.2164562289562289,0.223406658326383,0.287,0.2871410736579276,False,159.0,2017.0,U,12.899392,-14.163387,SNGE7RFL,Velingara,Kolda,Senegal,SEN,SNGE7RFL00000140.tif,22.919540229885055,18.5461200046806,split2,0.7753136197679865
BJ201700000272,2017,BJ,-0.8775422568168901,0.3793834019550725,0.3777777777777777,0.3899082568807339,,,False,94.0,2017.0,U,6.80126,1.778802,BJGE71FL,Dogbo-tota,Couffo,Benin,BEN,BJGE71FL00000272.tif,24.384615384615383,21.5744527989625,split2,0.2595948919614631
ZM201800000239,2018,ZM,-1.464433960353717,0.3281584142819206,0.3596153846153846,0.3711626676076217,0.488,0.5380774032459426,False,114.0,2018.0,U,-10.532781,32.073737,ZMGE71FL,Chinsali,Northern,Zambia,ZMB,ZMGE71FL00000239.tif,22.517857142857142,18.395642835320416,split2,0.4549641297813303
GN201800000190,2018,GN,-2.493388826216044,0.238349340474286,0.3039351851851852,0.3136945718654434,0.578,0.6504369538077404,False,117.0,2018.0,U,9.712397,-13.530984,GNGE71FL,Ratoma,Conakry,Guinea,GIN,GNGE71FL00000190.tif,18.160714285714285,15.330037995225744,split2,0.5845505671274186
KE202200000302,2022,KE,-0.6504855637519786,0.3992013278743931,0.4561819172113289,0.4708299604245367,,,False,136.0,2022.0,U,3.924602,41.850756,KEGE8AFL,Mandera,North Eastern,Kenya,KEN,KEGE8AFL00000302.tif,24.13636363636364,18.645590415914487,split2,0.8180509932560676
NG201800000111,2018,NG,-5.224189882926692,0.0,0.0,0.0,0.513,0.5692883895131087,False,115.0,2018.0,U,8.945371,3.295692,NGGE7BFL,Baruten,Kwara,Nigeria,NGA,NGGE7BFL00000111.tif,18.571428571428573,19.129089835171925,split2,0.553085991494008
NG201800000058,2018,NG,4.646061657675971,0.8614937141747363,0.7968954248366014,0.8224838100377766,,,False,73.0,2018.0,U,9.102789,7.222119,NGGE7BFL,Abuja Municipal,Abuja,Nigeria,NGA,NGGE7BFL00000058.tif,22.466666666666665,14.611017013945956,split2,0.7557834076732488
TZ201500000107,2015,TZ,1.5698247468435236,0.5929940968050409,0.505982905982906,0.5222300635144671,,,False,78.0,2015.0,U,-6.73742,38.752972,TZGE7AFL,Kibaha,Pwani,Tanzania,TZA,TZGE7AFL00000107.tif,23.86046511627907,18.53514216337742,split2,0.9813368655648947
TZ201500000256,2015,TZ,4.041363723450124,0.8087145659263821,0.6997685185185185,0.7222381498470948,,,False,64.0,2015.0,U,-8.8923,33.456683,TZGE7AFL,Mbeya Urban,Mbeya,Tanzania,TZA,TZGE7AFL00000256.tif,30.18918918918919,18.505011089849024,split2,0.07619688439450634
MD202100000411,2021,MD,1.0421637076108006,0.5469388704874607,0.5599999999999999,0.5779816513761467,0.485,0.5343320848938826,True,120.0,2021.0,U,-15.254874,48.539841,MDGE81FL,Befandriana Nord,Sofia,Madagascar,MDG,MDGE81FL00000411.tif,28.0,18.66838168069935,split2,0.26047463992276243
GN201800000057,2018,GN,0.0366939699888133,0.4591796218815863,0.4252645502645502,0.4389198339886412,0.578,0.6504369538077404,False,122.0,2018.0,U,9.643659,-13.580117,GNGE71FL,Ratoma,Conakry,Guinea,GIN,GNGE71FL00000057.tif,21.015873015873016,18.339532536600665,split2,0.8360227736798356
UG201600000031,2016,UG,2.1259561197364403,0.6415342662254202,,,0.623,0.7066167290886394,False,77.0,2016.0,U,0.293135925102,32.5725314871,UGGE7AFL,Administrative unit not available,Kampala,Uganda,UGA,UGGE7AFL00000031.tif,25.24,17.404620545318725,split2,0.029244585980410354
TZ201500000247,2015,TZ,3.5597396916974384,0.766677534322515,,,,,False,52.0,2015.0,U,-9.607482,33.862968,TZGE7AFL,Kyela,Mbeya,Tanzania,TZA,TZGE7AFL00000247.tif,20.72,14.374514484554483,split2,0.19030452874301163
KE202200000106,2022,KE,0.3608638692272901,0.487473767108766,,,,,True,70.0,2022.0,U,-3.222261,40.123025,KEGE8AFL,Malindi,Coast,Kenya,KEN,KEGE8AFL00000106.tif,34.073170731707314,22.57696862280501,split2,0.24918406576986463
BF202100000480,2021,BF,-0.8449918011329439,0.3822244656148879,0.4096560846560846,0.4228101791175185,0.301,0.3046192259675406,False,132.0,2021.0,U,13.2256231951,-2.36878459187,BFGE81FL,Zondoma,Nord,Burkina Faso,BFA,BFGE81FL00000480.tif,22.18840579710145,17.330927270870454,split2,0.7319515154540602
BF202100000260,2021,BF,3.457529808030508,0.7577564676259497,0.7394149831649832,0.7631576661106477,,,False,95.0,2021.0,U,12.2687171506,-2.39498168574,BFGE81FL,Boulkiemde,Centre-ouest,Burkina Faso,BFA,BFGE81FL00000260.tif,24.43548387096774,16.380337040650577,split2,0.613183961151507
NG201800000610,2018,NG,1.3562029381074172,0.5743487923080132,0.4669103313840156,0.4819028649605665,0.384,0.4082397003745319,False,173.0,2018.0,U,12.857335,7.891334,NGGE7BFL,Mani,Katsina,Nigeria,NGA,NGGE7BFL00000610.tif,21.12745098039216,18.616862136633145,split2,0.4390661424580592
CM201800000283,2018,CM,3.832565290857252,0.7904902545733896,0.7696078431372548,0.7943200215866162,0.726,0.8352059925093633,False,95.0,2018.0,U,4.072673,9.727625,CMGE71FL,Wouril,Littoral,Cameroon,CMR,CMGE71FL00000283.tif,22.97826086956522,17.71564171439062,split2,0.5605261060286975
TZ201500000195,2015,TZ,1.4506373730375024,0.5825912035332234,0.4115468409586056,0.4247616477783774,,,False,87.0,2015.0,U,-10.301151,40.171748,TZGE7AFL,Mtwara Urban,Mtwara,Tanzania,TZA,TZGE7AFL00000195.tif,25.681818181818183,16.319160841502377,split2,0.6821045374903068
NG201800000877,2018,NG,4.15696119505883,0.8188041259295623,0.7314814814814815,0.7549694189602446,0.676,0.7727840199750313,False,126.0,2018.0,U,6.440647,7.180462,NGGE7BFL,Ezeagu,Enugu,Nigeria,NGA,NGGE7BFL00000877.tif,32.333333333333336,24.766479989563443,split2,0.7378241506477197
BF202100000256,2021,BF,0.118710411004514,0.4663381677507927,0.4647222222222222,0.479644495412844,,,False,121.0,2021.0,U,12.2619961672,-2.32142356279,BFGE81FL,Boulkiemde,Centre-ouest,Burkina Faso,BFA,BFGE81FL00000256.tif,21.451612903225808,16.533797892974633,split2,0.16806341832370542
SN201800000030,2018,SN,1.2697954854612643,0.5668069908649299,0.6086666666666667,0.6282110091743119,0.514,0.5705368289637953,False,184.0,2018.0,U,12.574343,-16.278139,SNGE81FL,Ziguinchor,Ziguinchor,Senegal,SEN,SNGE81FL00000030.tif,29.42391304347826,20.41720546561949,split2,0.5030710912441745
NG201800000401,2018,NG,0.5698164097355928,0.5057115292841516,0.5051058201058201,0.5213248143294014,0.473,0.5193508114856429,False,241.0,2018.0,U,8.889032,11.380338,NGGE7BFL,Ardo-Kola,Taraba,Nigeria,NGA,NGGE7BFL00000401.tif,20.00854700854701,15.008328565129826,split2,0.7114158067709642
LB201900000155,2019,LB,1.986204500971627,0.629336487818622,0.7358262108262108,0.7594536579628322,0.421,0.4544319600499376,False,113.0,2019.0,U,6.867272,-10.821384,LBGE7AFL,Senjeh,Bomi,Liberia,LBR,LBGE7AFL00000155.tif,21.16949152542373,16.45804754663629,split2,0.18728707451498838
SN201700000398,2017,SN,0.3838360800275537,0.4894788239326689,0.4626543209876543,0.4775101936799184,,,False,180.0,2017.0,U,16.015161,-16.48834,SNGE7RFL,Saint louis,Saint louis,Senegal,SEN,SNGE7RFL00000398.tif,26.581632653061224,20.926933993758592,split2,0.9531923027065019
KE202200000645,2022,KE,3.281847120816753,0.7424225594574113,,,,,True,32.0,2022.0,U,-0.488757,37.127775,KEGE8AFL,Nyeri,Central,Kenya,KEN,KEGE8AFL00000645.tif,34.88235294117647,19.26746724708899,split2,0.08388399627874665
BF202100000303,2021,BF,1.0449852999795466,0.5471851442606912,0.5318518518518518,0.5489296636085625,,,False,139.0,2021.0,U,12.0676795779,-1.32840848268,BFGE81FL,Bazega,Centre-sud,Burkina Faso,BFA,BFGE81FL00000303.tif,19.049382716049383,14.844949675367632,split2,0.7600762306993646
ZW201500000348,2015,ZW,2.7463292785472637,0.6956815769154999,0.6618464052287582,0.6830983540205072,0.562,0.6304619225967543,False,102.0,2015.0,U,-19.004827,32.608798,ZWGE72FL,Mutare,Manicaland,Zimbabwe,ZWE,ZWGE72FL00000348.tif,17.19298245614035,11.7859459231433,split2,0.5692376469321594
ZM201800000541,2018,ZM,2.858011993074945,0.7054294497181108,0.6791666666666667,0.7009747706422018,0.64,0.7278401997503123,False,106.0,2018.0,U,-15.416081,28.370067,ZMGE71FL,Lusaka,Lusaka,Zambia,ZMB,ZMGE71FL00000541.tif,20.86206896551724,16.91407415190713,split2,0.5255394893867785
TZ202200000531,2022,TZ,3.022433881978478,0.7197804946920348,0.5591269841269841,0.5770806028833552,,,False,78.0,2022.0,U,-9.018824,33.008036,TZGE81FL,Mbozi,Mbeya,Tanzania,TZA,TZGE81FL00000531.tif,24.725,17.530906773686645,split2,0.2638498880558102
KE202200001223,2022,KE,1.5270934816429582,0.5892644333595262,0.6156565656565657,0.6354253544620517,,,False,70.0,2022.0,U,-0.367062,35.273011,KEGE8AFL,Kericho,Rift Valley,Kenya,KEN,KEGE8AFL00001223.tif,21.085714285714285,17.503565063036913,split2,0.2896339494084875
AO201500000204,2015,AO,1.032176436216874,0.5460671630651897,0.6557407407407407,0.6767966360856269,,,False,128.0,2015.0,U,-15.678227,15.788916,AOGE71FL,Cuvelai,Cunene,Angola,AGO,AOGE71FL00000204.tif,16.923076923076923,12.60370443102405,split2,0.7583560056904378
AO201500000002,2015,AO,-1.1581493726847638,0.3548914966091511,0.4540305010893246,0.4686094621334771,,,False,114.0,2015.0,U,-9.663518,20.377014,AOGE71FL,Saurimo,Lunda Sul,Angola,AGO,AOGE71FL00000002.tif,21.728813559322035,21.06625877826712,split2,0.7563581726798502
CM201800000179,2018,CM,4.758157190337573,0.8712776185035963,0.8238095238095238,0.850262123197903,0.699,0.8014981273408239,False,140.0,2018.0,U,3.933296,11.514344,CMGE71FL,Mfoundi,Centre,Cameroon,CMR,CMGE71FL00000179.tif,19.071428571428573,14.353024655806395,split2,0.8615642306836994
KE202200000955,2022,KE,3.6838178990316126,0.7775073085430344,,,,,False,71.0,2022.0,U,0.653178,35.509803,KEGE8AFL,Keiyo,Rift Valley,Kenya,KEN,KEGE8AFL00000955.tif,22.0,15.86663165262243,split2,0.2786745781140211
KE202200000387,2022,KE,3.1036987903307955,0.7268734454076791,0.6333333333333333,0.6536697247706421,,,False,50.0,2022.0,U,0.395011,37.979786,KEGE8AFL,Meru North,Eastern,Kenya,KEN,KEGE8AFL00000387.tif,18.88,14.204811391449963,split2,0.9487364356041877
NG201800000843,2018,NG,1.417628416871954,0.579710121107805,0.6643518518518519,0.685684250764526,0.591,0.6666666666666667,False,179.0,2018.0,U,6.047588,8.262641,NGGE7BFL,Ikwo,Ebonyi,Nigeria,NGA,NGGE7BFL00000843.tif,21.43564356435644,17.200823144015036,split2,0.8305977739334708
BF202100000515,2021,BF,0.5347277683878685,0.5026489281097392,0.4614166666666667,0.4762327981651376,0.292,0.2933832709113608,False,226.0,2021.0,U,12.643821179,-1.85902541515,BFGE81FL,Kourweogo,Plateau Central,Burkina Faso,BFA,BFGE81FL00000515.tif,26.216,20.88083856924426,split2,0.8444803621851372
MW201500000111,2015,MW,0.6689169952487685,0.5143612107172373,0.5879084967320262,0.6067862924986508,,,False,105.0,2015.0,U,-12.06185207,34.74080926,MWGE7AFL,Likoma,Northern Region,Malawi,MWI,MWGE7AFL00000111.tif,21.017543859649123,17.967720290317235,split2,0.15387991112171118
TZ202200000320,2022,TZ,1.938126823950592,0.6251401797128595,0.5638888888888889,0.5819954128440367,,,False,58.0,2022.0,U,-3.58123,30.71274,TZGE81FL,Kibondo,Kigoma,Tanzania,TZA,TZGE81FL00000320.tif,23.94117647058824,18.26229959377413,split2,0.4408282142640275
GN201800000224,2018,GN,0.4602877701326438,0.4961516681041305,0.5428571428571428,0.5602883355176932,0.578,0.6504369538077404,False,119.0,2018.0,U,9.581409,-13.61326,GNGE71FL,Matoto,Conakry,Guinea,GIN,GNGE71FL00000224.tif,22.015873015873016,15.117274954439742,split2,0.9609637922988703
ML201800000351,2018,ML,-0.6074957869765841,0.4029535546857795,0.3505291005291005,0.361784622105723,0.522,0.5805243445692885,False,93.0,2018.0,U,12.60497,-8.051197,MLGE7AFL,Bamako,Bamako,Mali,MLI,MLGE7AFL00000351.tif,20.25,14.815891410842358,split2,0.1432844973097891
TZ202200000180,2022,TZ,-0.5165652275334361,0.4108901412119098,,,,,False,83.0,2022.0,U,-10.050857,39.599979,TZGE81FL,Lindi Urban,Lindi,Tanzania,TZA,TZGE81FL00000180.tif,35.02127659574468,27.08560452062901,split2,0.3089642184447815
AO201500000265,2015,AO,2.748969681378206,0.6959120361325106,0.7683333333333333,0.7930045871559632,,,False,137.0,2015.0,U,-11.787877,19.898533,AOGE71FL,Luena (moxico),Moxico,Angola,AGO,AOGE71FL00000265.tif,24.07575757575757,23.01859489533865,split2,0.6049720006489383
TZ202200000002,2022,TZ,3.833405145418648,0.7905635586247085,0.6235185185185186,0.643539755351682,,,False,106.0,2022.0,U,-4.899023,35.774946,TZGE81FL,Kondoa,Dodoma,Tanzania,TZA,TZGE81FL00000002.tif,28.37142857142857,22.64225332449856,split2,0.7954702041571694
ZW201500000357,2015,ZW,3.366815201897837,0.749838729902078,0.7267857142857144,0.750122870249017,0.578,0.6504369538077404,False,86.0,2015.0,U,-17.65477,31.780776,ZWGE72FL,Murehwa,Mashonaland East,Zimbabwe,ZWE,ZWGE72FL00000357.tif,20.33333333333333,13.27202571827928,split2,0.2236655059463568
SN201500000124,2015,SN,-2.089748780257872,0.2735797863197357,0.277012882447665,0.2859077915170854,0.195,0.1722846441947566,False,169.0,2015.0,U,15.607305328,-16.2267244126,SNGE7AFL,Louga,Louga,Senegal,SEN,SNGE7AFL00000124.tif,23.6144578313253,19.17749654641696,split2,0.8044915328219104
KE202200000519,2022,KE,4.262572151739768,0.8280220445362296,0.7886904761904763,0.8140153997378768,,,False,86.0,2022.0,U,-1.292627,36.981937,KEGE8AFL,Machakos,Eastern,Kenya,KEN,KEGE8AFL00000519.tif,21.816326530612244,15.049464925964084,split2,0.11064952729108679
SN201800000032,2018,SN,0.6934986473054902,0.5165067425351229,0.5200536062378167,0.536752575245453,0.514,0.5705368289637953,False,151.0,2018.0,U,12.581345,-16.283581,SNGE81FL,Ziguinchor,Ziguinchor,Senegal,SEN,SNGE81FL00000032.tif,27.84269662921348,21.429004811026832,split2,0.5362045085425438
ZW201500000281,2015,ZW,3.146233243115948,0.7305859307034726,,,0.702,0.8052434456928839,False,95.0,2015.0,U,-17.922132,30.930437,ZWGE72FL,Harare,Harare,Zimbabwe,ZWE,ZWGE72FL00000281.tif,25.642857142857142,16.16352628239064,split2,0.030413332573138052
TZ202200000217,2022,TZ,1.7655142451760362,0.6100742362574112,0.474537037037037,0.4897744648318042,,,False,84.0,2022.0,U,-10.593143,35.687562,TZGE81FL,Songea Urban,Ruvuma,Tanzania,TZA,TZGE81FL00000217.tif,27.86111111111111,23.071507199236997,split2,0.08545103870161863
MZ201500000050,2015,MZ,4.474670928597489,0.8465344160087727,,,,,True,73.0,2015.0,U,-25.973978,32.593357,MZGE71FL,Cidade de Maputo,Maputo,Mozambique,MOZ,MZGE71FL00000050.tif,30.51515151515152,21.0952026716402,split2,0.4645876103919405
CI202100000082,2021,CI,-1.4396697425880105,0.3303198807707785,0.2976851851851851,0.3072438837920488,,,False,137.0,2021.0,U,9.48444963956,-5.6268166709,CIGE81FL,Poro,Savanes,Cote d'Ivoire,CIV,CIGE81FL00000082.tif,20.439393939393938,16.237780056568727,split2,0.9625862910818305
CM201800000433,2018,CM,5.331892922274736,0.9213543287706104,0.905952380952381,0.9350425950196593,0.699,0.8014981273408239,False,118.0,2018.0,U,3.883597,11.500286,CMGE71FL,Mfoundi,Centre,Cameroon,CMR,CMGE71FL00000433.tif,30.96825396825397,20.445812138405653,split2,0.3192993612839631
ZW201500000244,2015,ZW,3.276899273669446,0.7419907022551335,0.6298611111111111,0.6500860091743118,0.562,0.6304619225967543,False,91.0,2015.0,U,-19.022963,32.60068,ZWGE72FL,Mutare,Manicaland,Zimbabwe,ZWE,ZWGE72FL00000244.tif,23.06382978723404,19.07240694702707,split2,0.5844498642581811
SL201900000042,2019,SL,-1.2681832592433588,0.3452875365452663,,,,,False,91.0,2019.0,U,8.031971,-11.11696,SLGE7AFL,Kenema,Eastern,Sierra Leone,SLE,SLGE7AFL00000042.tif,23.13953488372093,20.32425409554852,split2,0.6705982463418511
CI202100000328,2021,CI,-0.6538220750634632,0.3989101110284705,0.3833333333333333,0.3956422018348624,,,False,102.0,2021.0,U,6.05887060353,-5.68335118508,CIGE81FL,Lôh-Djiboua,Gôh-Djiboua,Cote d'Ivoire,CIV,CIGE81FL00000328.tif,23.302325581395348,18.89259729518786,split2,0.5875506635099242
SN201700000126,2017,SN,-0.126148855654219,0.444966400454267,0.4438044662309368,0.4580550683576183,0.242,0.2309612983770287,False,268.0,2017.0,U,14.164196,-16.06334,SNGE7RFL,Kaolack,Kaolack,Senegal,SEN,SNGE7RFL00000126.tif,25.433333333333334,19.652831367531405,split2,0.7151649421342982
AO201500000322,2015,AO,-2.414747008534976,0.2452133430100693,0.3948361823361823,0.4075144083745001,,,False,117.0,2015.0,U,-12.36252,16.941282,AOGE71FL,Kuito,Bie,Angola,AGO,AOGE71FL00000322.tif,20.532258064516128,21.316289270418988,split2,0.7269966356753668
TZ201500000190,2015,TZ,0.8419241436327742,0.5294615929341445,0.5055555555555555,0.521788990825688,,,False,83.0,2015.0,U,-10.760342,39.629024,TZGE7AFL,Tandahimba,Mtwara,Tanzania,TZA,TZGE7AFL00000190.tif,25.704545454545453,19.04166734131811,split2,0.47766001109815726
MD202100000019,2021,MD,3.2430477130420123,0.739036075762022,0.6817129629629629,0.7036028287461773,0.633,0.7191011235955058,False,121.0,2021.0,U,-18.90596,47.535466,MDGE81FL,Antananarivo III,Analamanga,Madagascar,MDG,MDGE81FL00000019.tif,31.87878787878788,21.25776972997812,split2,0.6351525797347148
UG201600000648,2016,UG,0.8780207490730314,0.5326121710690487,0.6455555555555555,0.6662844036697247,,,False,96.0,2016.0,U,-1.25509866285,29.9866025184,UGGE7AFL,Kabale Municipality,Kabale,Uganda,UGA,UGGE7AFL00000648.tif,25.83333333333333,18.04184386589411,split2,0.31072318977546076
ML201800000331,2018,ML,-4.329320468844088,0.0781058488801513,0.0502314814814814,0.0518444189602446,,,False,133.0,2018.0,U,18.426909,1.397976,MLGE7AFL,Kidal,Kidal,Mali,MLI,MLGE7AFL00000331.tif,25.58730158730159,18.2028311522127,split2,0.20008227420709546
NG201800001202,2018,NG,4.943014056426183,0.8874122658833787,0.8705555555555555,0.8985091743119265,0.736,0.8476903870162298,True,108.0,2018.0,U,6.448498,3.252666,NGGE7BFL,Amuwo Odofin,Lagos,Nigeria,NGA,NGGE7BFL00001202.tif,24.08510638297872,15.908474344408312,split2,0.3346571165788429
KE202200000356,2022,KE,1.5252848088106583,0.5891065690670494,0.5990740740740741,0.6183103975535168,,,False,148.0,2022.0,U,0.367537,37.587955,KEGE8AFL,Isiolo,Eastern,Kenya,KEN,KEGE8AFL00000356.tif,19.857142857142858,14.20962820887959,split2,0.19151299367724006
CI202100000196,2021,CI,0.9150192720460408,0.5358414702255979,0.4659511784511784,0.4809129135390603,,,True,108.0,2021.0,U,8.05153141504,-2.80887810736,CIGE81FL,Gontougo,Zanzan,Cote d'Ivoire,CIV,CIGE81FL00000196.tif,21.10909090909091,15.299083399405106,split2,0.14007155652302672
ZM201800000523,2018,ZM,1.6309982635586735,0.5983334338935916,0.6023148148148147,0.6216551987767583,0.43,0.4656679151061174,False,118.0,2018.0,U,-13.620725,32.635192,ZMGE71FL,Chipata,Eastern,Zambia,ZMB,ZMGE71FL00000523.tif,23.983870967741936,18.81967224630885,split2,0.08522889527976119
NG201800001219,2018,NG,5.262246794509883,0.9152754866013691,0.75,0.7740825688073394,0.736,0.8476903870162298,False,121.0,2018.0,U,6.513925,3.318017,NGGE7BFL,Surulere,Lagos,Nigeria,NGA,NGGE7BFL00001219.tif,24.135593220338983,17.766160809264413,split2,0.4508930937524157
KE202200000989,2022,KE,1.786187081083736,0.611878599410203,0.6607905982905983,0.6820086450247,,,False,96.0,2022.0,U,0.224598,35.100462,KEGE8AFL,Nandi North,Rift Valley,Kenya,KEN,KEGE8AFL00000989.tif,23.51851851851852,18.021727704687883,split2,0.8563047114436482
TZ201500000124,2015,TZ,1.6430620112176786,0.5993863799846685,0.4233333333333333,0.4369266055045871,,,False,69.0,2015.0,U,-6.778,39.264881,TZGE7AFL,Kinondoni,Dar-es-salaam,Tanzania,TZA,TZGE7AFL00000124.tif,25.33333333333333,16.406299603099615,split2,0.5509430794425866
NG201800001200,2018,NG,4.013851368407277,0.8063132369598348,0.7186868686868686,0.741763969974979,0.736,0.8476903870162298,False,115.0,2018.0,U,6.445891,3.206061,NGGE7BFL,Amuwo Odofin,Lagos,Nigeria,NGA,NGGE7BFL00001200.tif,22.314814814814813,15.1605546695887,split2,0.025851769920982703
LB201900000223,2019,LB,4.365707730049886,0.8370239075643848,0.9137254901960784,0.9430652995143012,0.57,0.6404494382022472,False,108.0,2019.0,U,6.256618,-10.690386,LBGE7AFL,Greater Monrovia,Montserrado,Liberia,LBR,LBGE7AFL00000223.tif,20.595744680851062,13.443374923161944,split2,0.1817908860938684
BF202100000587,2021,BF,-1.6540687721056242,0.3116067390139768,0.3657163742690058,0.3774595605987445,,,False,136.0,2021.0,U,11.1890170359,-3.07931840346,BFGE81FL,Ioba,Sud-ouest,Burkina Faso,BFA,BFGE81FL00000587.tif,20.666666666666668,16.729833350743874,split2,0.8191996697120234
KE202200000404,2022,KE,2.285417014426367,0.6554523064969313,,,,,False,47.0,2022.0,U,-0.118044,37.773832,KEGE8AFL,Meru Central,Eastern,Kenya,KEN,KEGE8AFL00000404.tif,29.476190476190474,19.622994286344397,split2,0.46117954509504344
NG201800001361,2018,NG,4.5731412362871895,0.8551290856338134,,,0.652,0.7428214731585518,True,103.0,2018.0,U,8.138656,4.214444,NGGE7BFL,Ogbomosho North,Oyo,Nigeria,NGA,NGGE7BFL00001361.tif,27.62264150943396,21.28761504787949,split2,0.8538089305444183
NG201800001287,2018,NG,1.88171798839028,0.6202167127617673,0.5912698412698413,0.6102555701179554,0.639,0.7265917602996257,False,97.0,2018.0,U,7.57208,5.77822,NGGE7BFL,Akoko North-West,Ondo,Nigeria,NGA,NGGE7BFL00001287.tif,31.877551020408163,24.671704991971755,split2,0.3909442172360166
LB201900000054,2019,LB,-3.097783007480701,0.1855967043432421,0.2947089947089947,0.3041721275666229,0.32,0.3283395755305868,False,66.0,2019.0,U,7.327828,-10.50646,LBGE7AFL,Gbarma,Gbarpolu,Liberia,LBR,LBGE7AFL00000054.tif,25.545454545454547,21.15876134886402,split2,0.19615529123958142
CI202100000103,2021,CI,2.8942253029965337,0.7085902140348634,0.7063888888888888,0.7290711009174311,,,False,80.0,2021.0,U,7.68063650666,-5.0300020426,CIGE81FL,Gbêke,Vallee Du Bandama,Cote d'Ivoire,CIV,CIGE81FL00000103.tif,27.783783783783782,16.391283481600034,split2,0.8255978093774459
NG201800001170,2018,NG,2.902419211912057,0.7093053934805145,0.6967320261437908,0.7191041554236373,0.693,0.7940074906367041,True,92.0,2018.0,U,7.612244,5.218873,NGGE7BFL,Ado-Ekiti,Ekiti,Nigeria,NGA,NGGE7BFL00001170.tif,22.90909090909091,20.807114815274776,split2,0.5131105598446483
KE202200001281,2022,KE,3.6176249410068655,0.7717298653819993,,,,,False,55.0,2022.0,U,0.263285,34.761892,KEGE8AFL,Kakamega,Western,Kenya,KEN,KEGE8AFL00001281.tif,25.5,16.52210640324048,split2,0.4523026515551478
BJ201700000506,2017,BJ,-1.1253584483666863,0.3577535488137779,,,0.506,0.5605493133583022,False,87.0,2017.0,U,7.163069,2.000949,BJGE71FL,Abomey,Zou,Benin,BEN,BJGE71FL00000506.tif,26.951219512195124,22.21818086557965,split2,0.6330389903573411
KE202200001131,2022,KE,1.9803773569596843,0.6288278839682309,0.5927777777777777,0.6118119266055045,,,False,60.0,2022.0,U,-1.047144,36.145651,KEGE8AFL,Narok,Rift Valley,Kenya,KEN,KEGE8AFL00001131.tif,24.945945945945947,17.449842320118453,split2,0.8315521887552797
BF202100000111,2021,BF,0.229216570663297,0.4759833486797702,0.4430555555555555,0.4572821100917431,0.674,0.770287141073658,False,145.0,2021.0,U,12.2709418951,-1.5500039079,BFGE81FL,Kadiogo,Centre,Burkina Faso,BFA,BFGE81FL00000111.tif,20.553846153846155,13.354576426770768,split2,0.056026617120032096
NG201800001062,2018,NG,4.382262824897011,0.8384688667014135,0.7673611111111112,0.7920011467889908,0.698,0.8002496878901373,True,106.0,2018.0,U,5.54175,5.74014,NGGE7BFL,Warri South,Delta,Nigeria,NGA,NGGE7BFL00001062.tif,26.617021276595743,18.61690815348214,split2,0.6065719861980459
ZW201500000220,2015,ZW,4.83172721434009,0.8776989455558127,0.8374999999999999,0.8643922018348622,0.588,0.6629213483146068,False,75.0,2015.0,U,-20.091729,30.818513,ZWGE72FL,Masvingo,Masvingo,Zimbabwe,ZWE,ZWGE72FL00000220.tif,25.08333333333333,16.419802954908263,split2,0.3520131659380191
ZM201800000294,2018,ZM,0.4805215334066456,0.4979177081896284,0.4475,0.4618692660550458,0.559,0.6267166042446943,False,116.0,2018.0,U,-15.893165,27.680206,ZMGE71FL,Mazabuka,Southern,Zambia,ZMB,ZMGE71FL00000294.tif,20.508474576271187,17.851275315550534,split2,0.6853133236403635
