DHSYEAR,DHSID,URBAN_RURA,LATNUM,LONGNUM,GEID,adm2_name,adm1_name,adm0_name,principal component 1_child,HV007: year of interview,HV000: country code,HV001: cluster number,HV025: Type of place of residence,HV000.0: country name,principal component 1 (min-max-scaled)_child,principal component 1_aduld,principal component 1 (min-max-scaled)_aduld,principal component 1_youth,principal component 1 (min-max-scaled)_youth
2015.0,MW201500000475,R,-12.373559,34.031524,MWGE7AFL,Nkhotakota,Central Region,Malawi,0.19711174241203397,2015,MW,475,rural,Malawi,0.48663097789325127,-0.5571714740005216,0.25508279673493867,-0.5716604566580075,0.2831235029529662
2015.0,AO201500000476,U,-12.370013,16.958689,AOGE71FL,Kuito,Bie,Angola,0.6564989348094341,2015,AO,476,urban,Angola,0.5413009085607371,-0.9056329537977585,0.2056952670967089,-1.3506897929780892,0.14465455616124184
2015.0,AO201500000477,R,-13.570678,15.342756,AOGE71FL,Caconda,Huila,Angola,2.0458463243294593,2015,AO,477,rural,Angola,0.7066418817422566,-1.8465095815510901,0.07234459555010375,-1.735469125362661,0.0762617673168649
2015.0,MW201500000478,R,-15.836419,35.690146,MWGE7AFL,Phalombe,Southern Region,Malawi,0.4753914316241413,2015,MW,478,rural,Malawi,0.5197479902243977,-0.02876836035764158,0.32997349756980765,-0.813908494557387,0.24006500809738018
2015.0,MW201500000481,R,-13.496219,34.110987,MWGE7AFL,Ntchisi,Central Region,Malawi,0.1290722890607466,2015,MW,481,rural,Malawi,0.47853386012652277,1.037994023444616,0.4811659877057012,-0.4329669279362437,0.30777565140689767
2015.0,AO201500000481,U,-8.865322,13.238863,AOGE71FL,Luanda,Luanda,Angola,-0.5090636175971405,2015,AO,481,urban,Angola,0.4025917216629837,-0.7298000345300931,0.2306161091845096,0.37132616215315256,0.4507351163515932
2015.0,MW201500000482,R,-12.335276,34.039393,MWGE7AFL,Nkhotakota,Central Region,Malawi,0.16928636216353246,2015,MW,482,rural,Malawi,0.48331958472827585,-0.5156812243233998,0.2609632198359906,-0.7077276672562588,0.2589381706862409
2015.0,MW201500000483,U,-15.814326,35.646283,MWGE7AFL,Phalombe,Southern Region,Malawi,-1.2411317409658413,2015,MW,483,urban,Malawi,0.31547106568739974,2.3028775665422327,0.6604382375681319,-0.003104940799084973,0.3841816785609559
2015.0,MW201500000484,R,-14.284036,33.937821,MWGE7AFL,Lilongwe,Central Region,Malawi,0.6361989299654454,2015,MW,484,rural,Malawi,0.5388850818338777,-1.476383107045501,0.12480271011752983,-0.4744576439991045,0.3004008639797676
2015.0,AO201500000484,U,-8.879802,13.192113,AOGE71FL,Luanda,Luanda,Angola,-1.9452929905616285,2015,AO,484,urban,Angola,0.2316715011126219,1.7141967258814037,0.5770043599340473,0.7435522834921151,0.5168966286171565
2015.0,MW201500000485,R,-16.069091,34.87747,MWGE7AFL,Chikwawa,Southern Region,Malawi,-0.26447078964993437,2015,MW,485,rural,Malawi,0.43169978816317134,-1.371694447764037,0.13964025906571872,-1.2045932542394175,0.170622556217081
2015.0,AO201500000485,U,-8.412035,20.749445,AOGE71FL,Lucapa,Lunda Norte,Angola,0.9998564618192431,2015,AO,485,urban,Angola,0.5821625880033524,-1.1421789925204109,0.1721695399345026,-1.1659665423486445,0.1774882798351517
2015.0,AO201500000486,U,-5.599102,12.171812,AOGE71FL,Cabinda,Cabinda,Angola,-2.2569004638947363,2015,AO,486,urban,Angola,0.19458827536205608,3.1945299784281733,0.7868123491188259,1.4257066960187712,0.6381464951473222
2015.0,MW201500000486,U,-12.059579,34.741798,MWGE7AFL,Likoma,Northern Region,Malawi,-0.27268955831668545,2015,MW,486,urban,Malawi,0.4307217036178915,1.0860456827419196,0.4879763609759191,-0.19692727922243153,0.34973063311898706
2015.0,MW201500000487,R,-14.904624,34.605168,MWGE7AFL,Ntcheu,Central Region,Malawi,-0.617396713732963,2015,MW,487,rural,Malawi,0.38969941000790365,0.3766249635640666,0.3874299912171798,-0.3377616085258596,0.32469796702853826
2015.0,TZ201500000487,R,-2.629216,34.196927,TZGE7AFL,Bariadi,Simiyu,Tanzania,1.3127123812033974,2015,TZ,487,rural,Tanzania,0.6193943865922176,-1.0163452619079671,0.19000398494612122,-0.06352042667735475,0.37344309875471726
2015.0,AO201500000488,R,-9.16117,16.002779,AOGE71FL,Calandula,Malanje,Angola,2.345657241622689,2015,AO,488,rural,Angola,0.742321244016678,-2.1367104963288996,0.03121434985416588,-1.7136610129431287,0.08013806082400365
2015.0,MW201500000488,R,-12.910308,34.276754,MWGE7AFL,Nkhotakota,Central Region,Malawi,-0.5473545986343763,2015,MW,488,rural,Malawi,0.398034856967712,-0.2752697347029565,0.29503679828692714,-0.4452668008154247,0.3055894045432077
2015.0,TZ201500000488,R,-2.75414,34.008881,TZGE7AFL,Bariadi,Simiyu,Tanzania,1.3324058070041103,2015,TZ,488,rural,Tanzania,0.6217380266434597,-0.007458289008123243,0.33299377912569017,0.5170075337570796,0.47662932232393584
2015.0,MW201500000489,R,-15.112686,35.032471,MWGE7AFL,Balaka,Southern Region,Malawi,-0.8727910940942515,2015,MW,489,rural,Malawi,0.3593058916462974,0.42116033218751675,0.3937419997614814,-0.39325628527340295,0.3148340388251692
2015.0,TZ201500000489,R,-2.631985,33.739559,TZGE7AFL,Bariadi,Simiyu,Tanzania,0.9906387379251925,2015,TZ,489,rural,Tanzania,0.5810656215782113,0.5207360027605795,0.40785488358592964,1.2596836062541925,0.6086366406257929
2015.0,AO201500000489,U,-12.392508,13.558686,AOGE71FL,Lobito,Benguela,Angola,-1.1001694227291055,2015,AO,489,urban,Angola,0.33224645754043136,-0.5153394511568169,0.2610116594293826,0.48168313189336687,0.4703505694014577
2015.0,AO201500000490,R,-13.622158,13.887782,AOGE71FL,Chongoroi,Benguela,Angola,-0.5993567847954031,2015,AO,490,rural,Angola,0.39184627365709657,-1.9660679404791683,0.05539956048196826,-1.7166775358519895,0.07960188749818753
2015.0,MW201500000490,R,-13.070072,34.257124,MWGE7AFL,Nkhotakota,Central Region,Malawi,0.2846080629334818,2015,MW,490,rural,Malawi,0.4970435837641387,-1.1843073232921155,0.16619868144590472,-1.1886416719929633,0.17345787793135922
2015.0,TZ201500000490,R,-2.50123,33.968256,TZGE7AFL,Bariadi,Simiyu,Tanzania,0.14300809468266046,2015,TZ,490,rural,Tanzania,0.4801923075968792,1.0817986720821666,0.48737443113003065,1.015306978626233,0.5651997985576868
2015.0,MW201500000491,R,-14.449147,34.063143,MWGE7AFL,Dedza,Central Region,Malawi,1.351331199948615,2015,MW,491,rural,Malawi,0.6239902660120226,-2.291602981775085,0.009261400506181183,-1.870155565643285,0.0523218607391725
2015.0,TZ201500000491,R,-2.840584,33.986132,TZGE7AFL,Bariadi,Simiyu,Tanzania,-1.9827722443679974,2015,TZ,491,rural,Tanzania,0.2272112370021441,1.1109528833143065,0.49150646452478164,2.357361512170941,0.803743931792537
2015.0,AO201500000491,U,-12.767679,15.708661,AOGE71FL,Huambo,Huambo,Angola,-2.2098317336747977,2015,AO,491,urban,Angola,0.2001897467576813,-0.7300529153326171,0.23058026832733117,0.4590449291720759,0.46632673109148837
2015.0,AO201500000492,R,-11.867772,18.007725,AOGE71FL,Cuemba,Bie,Angola,0.750243368016584,2015,AO,492,rural,Angola,0.5524570786689018,-1.8980656013707087,0.06503754841722653,-1.721991365370583,0.07865737829607439
2015.0,MW201500000492,U,-11.592638,34.283423,MWGE7AFL,Nkhata Bay,Northern Region,Malawi,-0.8575526178603091,2015,MW,492,urban,Malawi,0.3611193650146779,-0.040663109418028066,0.32828765191449744,0.6029325384628054,0.491902103912468
2015.0,AO201500000494,R,-10.976327,14.468968,AOGE71FL,Amboim,Cuanza Sul,Angola,4.224948849769836,2015,AO,494,rural,Angola,0.9659686238777057,-1.9887100067304406,0.052190494967162604,-2.164519503486895,0.0
2015.0,MW201500000494,R,-11.392864,34.169514,MWGE7AFL,Nkhata Bay,Northern Region,Malawi,-0.814533489409429,2015,MW,494,rural,Malawi,0.36623890863432407,1.1214381235715665,0.49299254015721794,-0.1587000310596076,0.35652535386320977
2015.0,TZ201500000494,U,-2.911457,33.946808,TZGE7AFL,Itilima,Simiyu,Tanzania,0.9118648733801826,2015,TZ,494,urban,Tanzania,0.5716910421725231,0.2185541903307719,0.3650265823739991,1.2596836062541925,0.6086366406257929
2015.0,MW201500000495,U,-14.48666847,35.28189628,MWGE7AFL,Mangochi,Southern Region,Malawi,-0.1782680813899778,2015,MW,495,urban,Malawi,0.44195844613603996,0.7060812193412775,0.4341239058678465,-1.0532262719502432,0.1975273538151163
2015.0,AO201500000498,R,-14.199159,14.335411,AOGE71FL,Caluquembe,Huila,Angola,0.9176165749796498,2015,AO,498,rural,Angola,0.5723755304056886,-1.499318331552632,0.12155209521236301,-1.6450537308217001,0.09233269542206923
2015.0,MW201500000499,R,-11.740211,33.571913,MWGE7AFL,Mzimba,Northern Region,Malawi,0.2001134393127098,2015,MW,499,rural,Malawi,0.4869881984778922,-0.24401706036454576,0.2994662473642264,-0.23984357898857916,0.3421024546258799
2015.0,AO201500000499,U,-12.665981,13.371872,AOGE71FL,Benguela,Benguela,Angola,-0.4203171000207784,2015,AO,499,urban,Angola,0.4131531087525119,-1.2424137000983269,0.1579632506362877,-1.2583099357353356,0.1610746586410773
2015.0,AO201500000501,R,-12.482378,15.691132,AOGE71FL,Huambo,Huambo,Angola,1.0201286603178785,2015,AO,501,rural,Angola,0.5845751056023175,-1.658710441014285,0.09896141306661219,-2.164519503486895,0.0
2015.0,MW201500000501,R,-13.856263,34.582989,MWGE7AFL,Salima,Central Region,Malawi,0.3807929212453173,2015,MW,501,rural,Malawi,0.5084901796253074,-1.7684641545637834,0.08340599275448557,-1.5065295247776476,0.1169547475346211
2015.0,AO201500000502,U,-9.541217,16.353957,AOGE71FL,Malanje,Malanje,Angola,-1.5613492687924098,2015,AO,502,urban,Angola,0.27736318994660614,0.3585537418831585,0.3848687526065758,-0.22417575788885186,0.3448873390776626
2015.0,AO201500000504,R,-6.309367,14.633572,AOGE71FL,Cuimba,Zaire,Angola,-0.5545117975770023,2015,AO,504,rural,Angola,0.3971831058165213,-0.7571535880092264,0.22673928344770883,-0.9164920072892312,0.22183125192938702
2015.0,MW201500000504,R,-14.697297,34.584062,MWGE7AFL,Ntcheu,Central Region,Malawi,-0.41955059955946017,2015,MW,504,rural,Malawi,0.41324432707067654,-0.3037643847701807,0.29099824465527496,0.049568230695039454,0.39354409694615333
2015.0,MW201500000506,R,-12.044597,34.751483,MWGE7AFL,Likoma,Northern Region,Malawi,-0.34121973204563094,2015,MW,506,rural,Malawi,0.42256618707673554,1.2926504768949596,0.5172585083184918,-0.4756147556500576,0.3001951926087962
2015.0,AO201500000506,U,-14.635504,17.675948,AOGE71FL,Menongue,Cuando Cubango,Angola,-1.8268528578566374,2015,AO,506,urban,Angola,0.24576661292764237,-0.27869967308041343,0.2945506722928215,-0.27550397811083643,0.33576397970790495
2015.0,TZ201500000507,R,-2.611232,31.96712,TZGE7AFL,Geita,Geita,Tanzania,1.7303496051054172,2015,TZ,507,rural,Tanzania,0.6690958115617088,-0.0906567240318991,0.3212020448485414,-0.23024868893224956,0.3438079030072698
2015.0,MW201500000508,U,-11.471294,33.972526,MWGE7AFL,Mzimba,Northern Region,Malawi,-0.7389074648245572,2015,MW,508,urban,Malawi,0.37523887552311774,1.4499857087861476,0.5395576687097214,-0.13173997178836566,0.36131738265941094
2015.0,TZ201500000508,U,-2.518685,32.005731,TZGE7AFL,Geita,Geita,Tanzania,-0.15503373365010525,2015,TZ,508,urban,Tanzania,0.4447234779024116,0.22894925455215817,0.3664998773351057,0.6864899326706715,0.5067540534260487
2015.0,MW201500000509,R,-15.211415,34.893633,MWGE7AFL,Balaka,Southern Region,Malawi,-0.8548155229197892,2015,MW,509,rural,Malawi,0.36144509632174293,-0.26350307357283165,0.29670449000896537,-0.23889994797386116,0.3422701807777412
2015.0,TZ201500000509,R,-2.515115,32.021673,TZGE7AFL,Geita,Geita,Tanzania,1.102720697450422,2015,TZ,509,rural,Tanzania,0.5944040712732118,0.36491549120848593,0.3857704048739611,0.3751517137474978,0.4514150908730517
2015.0,AO201500000509,U,-11.789969,19.894687,AOGE71FL,Luena (moxico),Moxico,Angola,-2.2461071255752643,2015,AO,509,urban,Angola,0.1958727496951711,-0.32981464757091894,0.28730613462089255,-0.01542984710229492,0.3819909821191842
2015.0,MW201500000510,R,-13.597833,33.937734,MWGE7AFL,Dowa,Central Region,Malawi,-0.6548551166047385,2015,MW,510,rural,Malawi,0.38524162728821654,-0.4183242683941749,0.2747616446984466,-0.5119722240191573,0.29373281677984003
2015.0,TZ201500000510,R,-2.707106,32.390811,TZGE7AFL,Geita,Geita,Tanzania,1.7941779681819745,2015,TZ,510,rural,Tanzania,0.6766917834167445,-1.0251420308668566,0.1887572167583416,-0.2790187311263523,0.3351392482304096
2015.0,TZ201500000511,R,-3.214846,32.386986,TZGE7AFL,Geita,Geita,Tanzania,1.3314034982507439,2015,TZ,511,rural,Tanzania,0.6216187456731567,-1.2108028484378446,0.16244346427189577,-0.3930316807482802,0.31487396126529876
2015.0,MW201500000512,R,-14.170868,34.004628,MWGE7AFL,Lilongwe,Central Region,Malawi,-0.9381357680420526,2015,MW,512,rural,Malawi,0.3515294693747653,-0.22559171830217628,0.3020776755419673,-0.9131522743140735,0.222424874385019
2015.0,MW201500000513,R,-14.68362,34.749651,MWGE7AFL,Ntcheu,Central Region,Malawi,-1.1605867646624122,2015,MW,513,rural,Malawi,0.3250564183985688,-0.5006087941104316,0.26309943900803867,-1.0627282087162029,0.19583842746135519
2015.0,TZ201500000513,R,-2.967893,31.942312,TZGE7AFL,Geita,Geita,Tanzania,2.0984221441051365,2015,TZ,513,rural,Tanzania,0.7128987310177497,0.3953617979297112,0.39008556727424737,0.6445245943087451,0.4992949040284364
2015.0,AO201500000513,U,-5.602341,12.168737,AOGE71FL,Cabinda,Cabinda,Angola,-1.2781431570397943,2015,AO,513,urban,Angola,0.31106647717436586,2.2056569366255876,0.6466591342243431,1.1781878639110184,0.594151140421687
2015.0,MW201500000514,R,-13.392521,34.065646,MWGE7AFL,Ntchisi,Central Region,Malawi,-0.7704831778746412,2015,MW,514,rural,Malawi,0.3714811694490416,-0.9001057758652937,0.206478635359147,-0.5541756082247893,0.28623135580841486
2015.0,TZ201500000514,U,-3.006025,31.923091,TZGE7AFL,Geita,Geita,Tanzania,-1.8691285018695618,2015,TZ,514,urban,Tanzania,0.2407355485763521,1.0892992296172512,0.4884374869598538,1.181342855307116,0.5947119258958493
2015.0,AO201500000515,R,-14.083155,16.112515,AOGE71FL,Kuvango,Huila,Angola,1.7006569347955915,2015,AO,515,rural,Angola,0.6655621992755256,-1.939649920441999,0.05914379283823401,-2.164519503486895,0.0
2015.0,MW201500000515,R,-15.77468,35.134823,MWGE7AFL,Chiradzulu,Southern Region,Malawi,-0.41553229373673434,2015,MW,515,rural,Malawi,0.4137225304345595,0.6661992053351141,0.42847141839661207,-0.2238709770689705,0.3449415124921461
2015.0,TZ201500000516,U,-2.873983,32.231216,TZGE7AFL,Geita,Geita,Tanzania,1.3695228654717972,2015,TZ,516,urban,Tanzania,0.626155187257842,0.3005130664808478,0.3766426336727917,1.3114720778947544,0.6178418076069184
2015.0,MW201500000517,R,-14.095607,33.602099,MWGE7AFL,Lilongwe,Central Region,Malawi,-0.19093429361997716,2015,MW,517,rural,Malawi,0.44045108816896217,-0.80218939998206,0.2203563469467094,-0.7515060560872086,0.251156759754664
2015.0,MW201500000519,R,-12.917195,34.27205,MWGE7AFL,Nkhotakota,Central Region,Malawi,-1.2556575501159568,2015,MW,519,rural,Malawi,0.3137424041307254,0.8425028489687912,0.45345897636242416,-0.24690795806331076,0.3408467931448421
2015.0,MW201500000520,R,-16.093879,35.035258,MWGE7AFL,Thyolo,Southern Region,Malawi,-0.08752180230013523,2015,MW,520,rural,Malawi,0.4527578172728007,-1.2997623878108042,0.14983520728480554,-1.021463690364431,0.2031730092667443
2015.0,AO201500000520,U,-9.561632,16.338639,AOGE71FL,Malanje,Malanje,Angola,0.031925381056106546,2015,AO,520,urban,Angola,0.46697277437344,-0.6439874046280842,0.24277835393272668,-1.2198411184608942,0.1679123172040747
2015.0,AO201500000522,R,-12.693914,13.278901,AOGE71FL,Baia Farta,Benguela,Angola,1.8251047543655243,2015,AO,522,rural,Angola,0.6803722631610735,-2.075460943790685,0.03989526371893387,-1.2987432157115695,0.15388782570344883
2015.0,MW201500000523,R,-10.649677,34.027213,MWGE7AFL,Rumphi,Northern Region,Malawi,-1.075003408008869,2015,MW,523,rural,Malawi,0.33524136968143436,0.9153289615815063,0.46378063888073284,0.18059450449324646,0.4168334254592292
2015.0,MW201500000524,U,-15.856448,35.04896,MWGE7AFL,Blantyre,Southern Region,Malawi,-1.5742768930228417,2015,MW,524,urban,Malawi,0.27582472232698285,1.008482202779435,0.4769832702396908,0.8694133300343723,0.5392678613092845
2015.0,MW201500000525,R,-17.012535,35.148757,MWGE7AFL,Nsanje,Southern Region,Malawi,-0.12320911281325096,2015,MW,525,rural,Malawi,0.4485108055499024,-1.6173847460156565,0.10481851379336343,-1.2987432157115695,0.15388782570344883
2015.0,MW201500000527,R,-10.881283,33.572232,MWGE7AFL,Rumphi,Northern Region,Malawi,-0.2905944870230274,2015,MW,527,rural,Malawi,0.42859090583514614,0.7141216186354182,0.4352634736004798,-0.6110209328756809,0.2761273560391321
2015.0,AO201500000527,U,-11.810584,19.880331,AOGE71FL,Luena (moxico),Moxico,Angola,1.3572332846496633,2015,AO,527,urban,Angola,0.6246926507688026,-1.3090953009479047,0.14851245125324136,-2.164519503486895,0.0
2015.0,MW201500000528,R,-15.404852,35.528324,MWGE7AFL,Zomba,Southern Region,Malawi,-0.3048987794985656,2015,MW,528,rural,Malawi,0.4268886061393187,-0.2877971122713139,0.2932612900404875,-0.42251106673258493,0.30963413352197455
2015.0,TZ201500000528,R,-5.821428,39.224641,TZGE7AFL,Kaskazini A,Kaskazini Unguja,Tanzania,1.0351800128901907,2015,TZ,528,rural,Tanzania,0.5863663100921205,-0.8288001606499109,0.21658479741433626,-0.3544060753615119,0.32173948820727905
2015.0,AO201500000528,U,-12.937289,13.103383,AOGE71FL,Baia Farta,Benguela,Angola,-1.1839989340365462,2015,AO,528,urban,Angola,0.32227022475268213,-0.5703652814038187,0.2532128352271399,-0.9139456513989663,0.22228385519070634
2015.0,TZ201500000529,R,-5.863684,39.279874,TZGE7AFL,Kaskazini A,Kaskazini Unguja,Tanzania,-0.40520832125121464,2015,TZ,529,rural,Tanzania,0.41495114731665167,0.12860341338078263,0.35227783704586596,0.9831785579024587,0.5594891168512477
2015.0,AO201500000529,U,-12.608641,13.405403,AOGE71FL,Benguela,Benguela,Angola,-1.8692513027267144,2015,AO,529,urban,Angola,0.24072093451122895,-0.6101732752476744,0.24757083865137525,-0.6802794903633904,0.26381696018557094
2015.0,TZ201500000530,R,-5.808619,39.317099,TZGE7AFL,Kaskazini A,Kaskazini Unguja,Tanzania,-0.5166030275845398,2015,TZ,530,rural,Tanzania,0.4016944850222888,0.1545107484900469,0.355949689904038,0.41190472850039844,0.4579477732856225
2015.0,MW201500000530,U,-14.021025,33.799337,MWGE7AFL,Lilongwe,Central Region,Malawi,-0.7056381563267334,2015,MW,530,urban,Malawi,0.3791981299799939,2.3046115148781703,0.6606839904842996,0.5739251810342338,0.48674617711346096
2015.0,TZ201500000531,U,-5.727721,39.303583,TZGE7AFL,Kaskazini A,Kaskazini Unguja,Tanzania,0.2737220714964031,2015,TZ,531,urban,Tanzania,0.4957480831342537,0.08245092533886295,0.34573663377606795,1.1602082944378176,0.5909553531353148
2015.0,AO201500000532,R,-5.918341,14.941477,AOGE71FL,Maquela Do Zombo,Uige,Angola,2.206827694567918,2015,AO,532,rural,Angola,0.7257996651879912,-0.7211412746680674,0.23184331730968008,-1.7316313595992325,0.07694391285172436
2015.0,MW201500000532,R,-16.494112,34.846202,MWGE7AFL,Chikwawa,Southern Region,Malawi,0.4183050409448248,2015,MW,532,rural,Malawi,0.5129543549813074,-1.433536674618655,0.13087534532703582,-1.231842814697807,0.1657790698921189
2015.0,TZ201500000532,R,-5.939498,39.338339,TZGE7AFL,Kaskazini A,Kaskazini Unguja,Tanzania,-0.9744542617107078,2015,TZ,532,rural,Tanzania,0.34720734293399313,1.3327421993470243,0.5229407178183803,1.9067773272040593,0.7236546275461865
2015.0,MW201500000533,R,-15.871564,35.325299,MWGE7AFL,Mulanje,Southern Region,Malawi,-1.352305430055065,2015,MW,533,rural,Malawi,0.30224070581855356,0.7973682020807276,0.44706203196503386,0.37462733002156773,0.45132188403364404
2015.0,AO201500000533,U,-9.551591,16.347177,AOGE71FL,Malanje,Malanje,Angola,-2.127634318257005,2015,AO,533,urban,Angola,0.2099717499922205,3.048709189907726,0.7661451335657203,-0.634951008537101,0.2718738931475605
2015.0,TZ201500000534,R,-5.936371,39.300051,TZGE7AFL,Kaskazini A,Kaskazini Unguja,Tanzania,-0.7582802000152737,2015,TZ,534,rural,Tanzania,0.37293339964733446,0.3879496754548819,0.3890350453668594,1.2943146577652054,0.6147921536539309
2015.0,AO201500000534,U,-12.799667,15.751643,AOGE71FL,Huambo,Huambo,Angola,-1.6566592378466636,2015,AO,534,urban,Angola,0.26602071134391847,1.1455891720907245,0.4964154740930673,0.7657427646025109,0.5208408864324946
2015.0,TZ201500000535,R,-5.809683,39.298947,TZGE7AFL,Kaskazini A,Kaskazini Unguja,Tanzania,-1.0595107159032073,2015,TZ,535,rural,Tanzania,0.3370850963183244,0.9047254994114733,0.4622778076280645,1.2285754267683235,0.6031073021924501
2015.0,AO201500000535,U,-12.428208,13.557574,AOGE71FL,Lobito,Benguela,Angola,0.026606645027298707,2015,AO,535,urban,Angola,0.46633981173376315,-0.8987664338643718,0.2066684606242086,-0.5522111455229967,0.28658053018304597
2015.0,MW201500000535,U,-15.065501,35.226954,MWGE7AFL,Machinga,Southern Region,Malawi,-1.4914723874824238,2015,MW,535,urban,Malawi,0.2856789730587578,2.785798780033359,0.7288827777167328,-0.12823842907262042,0.3619397660657738
2015.0,TZ201500000536,R,-5.929898,39.214743,TZGE7AFL,Kaskazini B,Kaskazini Unguja,Tanzania,1.0249323915097623,2015,TZ,536,rural,Tanzania,0.5851467794660031,-1.045224938205605,0.1859108614539005,0.3256527374060061,0.4426168713430253
2015.0,MW201500000536,U,-13.642063,33.93538,MWGE7AFL,Dowa,Central Region,Malawi,-1.1599189755445765,2015,MW,536,urban,Malawi,0.3251358894534366,1.4317998241133025,0.5369801788855946,0.6427722978129877,0.49898344123888283
2015.0,MW201500000537,R,-15.460109,34.695803,MWGE7AFL,Neno,Southern Region,Malawi,-0.5021367960171894,2015,MW,537,rural,Malawi,0.40341605647638085,-0.20833162807396136,0.30452395229600193,-0.27720122537685943,0.33546230167035956
2015.0,TZ201500000537,R,-6.037188,39.227563,TZGE7AFL,Kaskazini B,Kaskazini Unguja,Tanzania,-0.6988938003120811,2015,TZ,537,rural,Tanzania,0.38000075025722385,0.522133328935165,0.4080529269619199,1.3726923712899506,0.6287234383151491
2015.0,MW201500000538,R,-13.105338,33.496968,MWGE7AFL,Kasungu,Central Region,Malawi,-0.7925962950016765,2015,MW,538,rural,Malawi,0.36884957109326677,1.6887945211169275,0.5734040993215631,-0.41057181102890944,0.3117562823111002
2015.0,AO201500000538,U,-9.649883,20.38363,AOGE71FL,Saurimo,Lunda Sul,Angola,-0.055028070103473735,2015,AO,538,urban,Angola,0.45662477333017065,-0.10109156100646523,0.31972311288552685,-0.5310578540040619,0.29034043223197437
2015.0,AO201500000540,R,-11.052217,14.519786,AOGE71FL,Ebo,Cuanza Sul,Angola,4.04341241884525,2015,AO,540,rural,Angola,0.9443646604749025,-2.267258666507348,0.01271172618495453,-2.164519503486895,0.0
2015.0,TZ201500000540,R,-5.983174,39.340938,TZGE7AFL,Kaskazini B,Kaskazini Unguja,Tanzania,-0.5349927337590829,2015,TZ,540,rural,Tanzania,0.39950599570827244,0.1742228210958231,0.35874348671226824,0.758076723080874,0.519478282168351
2015.0,MW201500000541,R,-15.72138,35.213864,MWGE7AFL,Chiradzulu,Southern Region,Malawi,-0.2812348062888356,2015,MW,541,rural,Malawi,0.42970476600642715,-0.8644180821430704,0.21153666080417455,-0.5580133739882176,0.2855492102735554
2015.0,TZ201500000541,R,-6.022229,39.22864,TZGE7AFL,Kaskazini B,Kaskazini Unguja,Tanzania,-0.4712599565792694,2015,TZ,541,rural,Tanzania,0.40709059224759564,0.5233098386961748,0.4082196739743167,0.6781068783678975,0.5052640033777589
2015.0,MW201500000542,R,-13.573592,33.964074,MWGE7AFL,Dowa,Central Region,Malawi,-0.6856977497548234,2015,MW,542,rural,Malawi,0.3815711622778224,0.013054751103604927,0.3359010972518649,-0.7446463915353612,0.25237603415365606
2015.0,TZ201500000542,R,-5.967429,39.244402,TZGE7AFL,Kaskazini B,Kaskazini Unguja,Tanzania,-0.3335821598755798,2015,TZ,542,rural,Tanzania,0.42347510562717566,1.291960214661924,0.5171606772855983,2.0453384958257796,0.7482832495900127
2015.0,AO201500000542,U,-12.563493,13.407944,AOGE71FL,Benguela,Benguela,Angola,-1.381836689824555,2015,AO,542,urban,Angola,0.29872630238972464,0.9701050907321526,0.4715440728863199,0.09841687788404727,0.40222672340591387
2015.0,TZ201500000543,R,-6.087743,39.315252,TZGE7AFL,Kati,Kusini Unguja,Tanzania,-0.6837767715558158,2015,TZ,543,rural,Tanzania,0.38179977062104903,1.6045900973537557,0.5614697860175688,0.7067849667149518,0.5103614040843545
2015.0,TZ201500000544,R,-6.078955,39.340296,TZGE7AFL,Kati,Kusini Unguja,Tanzania,-0.5883595270689473,2015,TZ,544,rural,Tanzania,0.3931550156668601,0.8194990499580586,0.45019864237631035,1.354433481833222,0.6254780031629856
2015.0,AO201500000544,U,-9.676609,20.347623,AOGE71FL,Saurimo,Lunda Sul,Angola,1.1572984438815683,2015,AO,544,urban,Angola,0.6008991622612889,-0.8104519937026223,0.21918528754438932,-1.6450537308217001,0.09233269542206923
2015.0,MW201500000545,R,-15.770255,35.520995,MWGE7AFL,Phalombe,Southern Region,Malawi,-0.4691245854501665,2015,MW,545,rural,Malawi,0.4073447146818067,-0.3661641744231565,0.2821543074066044,-0.024479415828878345,0.38038246214173566
2015.0,TZ201500000545,U,-6.134299,39.300794,TZGE7AFL,Kati,Kusini Unguja,Tanzania,-0.7539954278318677,2015,TZ,545,urban,Tanzania,0.37344331416404164,1.6211190793147519,0.5638124426204263,1.1293593154629276,0.5854720864223678
2015.0,MW201500000546,R,-12.055652,34.726016,MWGE7AFL,Likoma,Northern Region,Malawi,-0.8258019244609413,2015,MW,546,rural,Malawi,0.36489789483770013,-0.3647456697450771,0.28235535241700666,-0.15005481700171988,0.3580620016241779
2015.0,TZ201500000546,R,-6.0385,39.322379,TZGE7AFL,Kati,Kusini Unguja,Tanzania,-0.925132331825148,2015,TZ,546,rural,Tanzania,0.35307695909189757,2.8595880512411442,0.7393409489351941,1.3372195496843424,0.6224183044537445
2015.0,MW201500000547,R,-11.678791,34.110972,MWGE7AFL,Nkhata Bay,Northern Region,Malawi,-0.2591159923173189,2015,MW,547,rural,Malawi,0.43233704232209724,-0.2621299172991281,0.2968991077790699,-0.7754214453549142,0.24690590730325815
2015.0,TZ201500000547,R,-6.064016,39.327594,TZGE7AFL,Kati,Kusini Unguja,Tanzania,-1.99454894601656,2015,TZ,547,rural,Tanzania,0.22580973632194745,1.746849417006446,0.5816322337284315,2.399324043741161,0.8112025822955977
