DHSID,HV007: year of interview,HV000: country code,Female Education PCA,Female Education PCA (min-max-scaled),EDI,EDI (min-max-scaled),EDI (UNESCO),EDI (UNESCO) (min-max-scaled),Imputed,households,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,GEID,adm2_name,adm1_name,adm0_name,ISO3,TIF_name,MEAN_AGE,STD_AGE
SN201500000194,2015,SN,-1.9476052689992314,0.2790553849548768,0.24634920634920632,0.25425950196592395,,,False,140.0,2015.0,R,12.4716932721,-12.4602858061,SNGE7AFL,Kedougou,Kedougou,Senegal,SEN,SNGE7AFL00000194.tif,25.85333333333333,21.856221412092584
ZW201500000194,2015,ZW,1.12454242612113,0.5440165830385482,0.6107407407407407,0.6303516819571865,,,False,153.0,2015.0,R,-19.056017,28.401712,ZWGE72FL,Nkayi,Matabeleland North,Zimbabwe,ZWE,ZWGE72FL00000194.tif,25.083333333333332,24.550465415398456
TZ201500000194,2015,TZ,-0.05653716734310418,0.4421529048652895,0.31906565656565655,0.3293108840700583,,,False,68.0,2015.0,U,-10.285259,40.193153,TZGE7AFL,Mtwara Urban,Mtwara,Tanzania,TZA,TZGE7AFL00000194.tif,31.833333333333332,23.570562754661342
SN201500000195,2015,SN,-2.515413979724115,0.23008401664632433,0.24768518518518523,0.255638379204893,,,False,98.0,2015.0,R,12.4493430569,-12.0341488135,SNGE7AFL,Kedougou,Kedougou,Senegal,SEN,SNGE7AFL00000195.tif,20.79310344827586,19.083159307279427
ZW201500000195,2015,ZW,0.337425014971181,0.47613066315843733,0.4984126984126984,0.5144167758846657,,,False,123.0,2015.0,R,-19.271895,28.467836,ZWGE72FL,Bubi,Matabeleland North,Zimbabwe,ZWE,ZWGE72FL00000195.tif,22.55072463768116,21.237131904426306
AO201500000195,2015,AO,-1.8412451870958486,0.2882285424740154,0.40075757575757576,0.41362593828190153,,,False,115.0,2015.0,U,-13.256458,15.614284,AOGE71FL,Caala,Huambo,Angola,AGO,AOGE71FL00000195.tif,18.517857142857142,17.884468702738157
TZ201500000195,2015,TZ,1.5467015961542796,0.5804262255995676,0.41154684095860566,0.4247616477783774,,,False,87.0,2015.0,U,-10.301151,40.171748,TZGE7AFL,Mtwara Urban,Mtwara,Tanzania,TZA,TZGE7AFL00000195.tif,25.681818181818183,16.319160841502377
MW201500000196,2015,MW,-1.0573237976136738,0.3558388174912378,0.4203703703703703,0.4338685015290519,,,False,125.0,2015.0,R,-16.926089,35.219593,MWGE7AFL,Nsanje,Southern Region,Malawi,MWI,MWGE7AFL00000196.tif,23.41176470588235,20.930043602380326
SN201500000196,2015,SN,-2.840248594558485,0.20206825136841486,0.2260466988727858,0.2333050791118202,,,False,178.0,2015.0,R,12.6448104576,-12.6002611988,SNGE7AFL,Salemata,Kedougou,Senegal,SEN,SNGE7AFL00000196.tif,22.510416666666668,20.958100954381226
TZ201500000196,2015,TZ,-0.2803222175979892,0.4228522849364596,0.3982193732193732,0.41100623382733464,,,False,94.0,2015.0,R,-10.921834,38.117584,TZGE7AFL,Nanyumbu,Mtwara,Tanzania,TZA,TZGE7AFL00000196.tif,23.73469387755102,20.39993414021649
ZW201500000196,2015,ZW,1.0311631587427654,0.5359629720093501,0.5189814814814815,0.5356460244648318,0.535,0.6598837209302326,False,109.0,2015.0,R,-17.689954,31.039127,ZWGE72FL,Mazowe,Mashonaland Central,Zimbabwe,ZWE,ZWGE72FL00000196.tif,23.446428571428573,18.62834559858335
MZ201500000196,2015,MZ,2.863601363696798,0.6940038835742774,0.6685185185185185,0.6899847094801222,,,True,90.0,2015.0,U,-25.741744,32.670787,MZGE71FL,Marracuene,Maputo,Mozambique,MOZ,MZGE71FL00000196.tif,30.05128205128205,20.947237875884255
MW201500000197,2015,MW,-2.5849404366926585,0.22408762091113282,0.3288043478260869,0.33936228560031906,,,False,157.0,2015.0,R,-14.50828815,35.32159485,MWGE7AFL,Mangochi,Southern Region,Malawi,MWI,MWGE7AFL00000197.tif,22.041666666666668,19.650063613128584
SN201500000197,2015,SN,-1.4286040123702606,0.3238172936944095,0.3199735449735449,0.3302479248580165,,,False,101.0,2015.0,R,12.6442799998,-12.8968126476,SNGE7AFL,Salemata,Kedougou,Senegal,SEN,SNGE7AFL00000197.tif,28.934782608695652,19.57481621757126
TZ201500000197,2015,TZ,0.6684790312813776,0.5046828284502575,0.38703703703703707,0.39946483180428133,,,False,69.0,2015.0,R,-11.142623,38.584472,TZGE7AFL,Nanyumbu,Mtwara,Tanzania,TZA,TZGE7AFL00000197.tif,32.14705882352941,24.820729792876364
AO201500000197,2015,AO,-1.338213969201513,0.3316130953646439,0.4470238095238095,0.46137778505897764,,,False,116.0,2015.0,U,-16.327725,22.032553,AOGE71FL,Rivungo,Cuando Cubango,Angola,AGO,AOGE71FL00000197.tif,19.63157894736842,15.494966439537905
MZ201500000197,2015,MZ,-0.10396389080569268,0.4380625281266353,0.5167641325536063,0.5333574762594561,,,True,142.0,2015.0,U,-25.953472,32.479734,MZGE71FL,Cidade da Matola,Maputo,Mozambique,MOZ,MZGE71FL00000197.tif,23.043478260869566,18.130600378275574
MW201500000198,2015,MW,-1.3177713491781238,0.33337619454830936,0.4479166666666667,0.4622993119266055,,,False,134.0,2015.0,R,-14.66212,34.617548,MWGE7AFL,Ntcheu,Central Region,Malawi,MWI,MWGE7AFL00000198.tif,24.175,21.668839553491015
MZ201500000198,2015,MZ,-0.6261470722613979,0.3930261903237986,0.37777777777777777,0.3899082568807339,0.403,0.46802325581395354,True,86.0,2015.0,R,-23.155763,35.221652,MZGE71FL,Massinga,Inhambane,Mozambique,MOZ,MZGE71FL00000198.tif,26.941176470588236,21.924791232489202
SN201500000198,2015,SN,-1.9218976806446881,0.2812725678790835,0.28109161793372317,0.29011749557379685,,,False,148.0,2015.0,R,12.8982890199,-11.9428985097,SNGE7AFL,Saraya,Kedougou,Senegal,SEN,SNGE7AFL00000198.tif,22.77922077922078,19.110911306470264
TZ201500000198,2015,TZ,0.576041420424028,0.4967104317586343,0.4581196581196581,0.47282992237120675,,,False,89.0,2015.0,R,-10.710143,39.013787,TZGE7AFL,Masasi Township Authority,Mtwara,Tanzania,TZA,TZGE7AFL00000198.tif,24.711111111111112,20.53226089289091
AO201500000198,2015,AO,3.3216383839714165,0.7335078559423387,0.7170634920634921,0.7400884665792922,,,False,130.0,2015.0,U,-12.411371,16.92551,AOGE71FL,Kuito,Bie,Angola,AGO,AOGE71FL00000198.tif,23.794520547945204,26.106597135648382
ZW201500000198,2015,ZW,1.059953516727474,0.5384460322336364,0.5885185185185184,0.6074159021406726,0.699,0.8982558139534883,False,101.0,2015.0,U,-20.127185,28.531972,ZWGE72FL,Bulawayo,Bulawayo,Zimbabwe,ZWE,ZWGE72FL00000198.tif,29.04255319148936,23.17134422815173
MW201500000199,2015,MW,0.8980972428343545,0.524486536628592,0.5493055555555555,0.5669438073394494,,,False,124.0,2015.0,R,-15.610667,34.948001,MWGE7AFL,Blantyre,Southern Region,Malawi,MWI,MWGE7AFL00000199.tif,28.5,21.408457064868198
SN201500000199,2015,SN,-4.313787638064411,0.07498104426227964,0.0863425925925926,0.08911506116207951,,,False,285.0,2015.0,R,13.3162380532,-11.9205495188,SNGE7AFL,Saraya,Kedougou,Senegal,SEN,SNGE7AFL00000199.tif,21.28472222222222,19.260693404231596
ZW201500000199,2015,ZW,3.562083878539196,0.7542453766076672,0.7628787878787879,0.7873748957464554,0.588,0.7369186046511627,False,109.0,2015.0,R,-19.697691,31.352256,ZWGE72FL,Gutu,Masvingo,Zimbabwe,ZWE,ZWGE72FL00000199.tif,32.779661016949156,26.55123076347918
MZ201500000199,2015,MZ,-0.7909159949718413,0.3788154896997179,0.35847578347578346,0.3699864737708774,,,True,107.0,2015.0,U,-13.042194,40.527499,MZGE71FL,Cidade de Pemba,Cabo Delgado,Mozambique,MOZ,MZGE71FL00000199.tif,16.910714285714285,15.20559321220533
TZ201500000199,2015,TZ,2.507332853832258,0.6632770629324416,0.46111111111111114,0.47591743119266056,,,False,51.0,2015.0,U,-10.719482,38.797246,TZGE7AFL,Masasi Township Authority,Mtwara,Tanzania,TZA,TZGE7AFL00000199.tif,32.23076923076923,22.954402962931
MZ201500000200,2015,MZ,0.011314097788086393,0.44800482159742067,0.4564814814814815,0.47113914373088683,0.374,0.4258720930232558,True,98.0,2015.0,R,-24.70063,33.069839,MZGE71FL,Chokwe,Gaza,Mozambique,MOZ,MZGE71FL00000200.tif,24.372881355932204,19.241566271723546
SN201500000200,2015,SN,-3.627876562728836,0.13413829786321796,0.1398148148148148,0.14430428134556572,,,False,113.0,2015.0,R,12.8933001021,-12.1597146172,SNGE7AFL,Saraya,Kedougou,Senegal,SEN,SNGE7AFL00000200.tif,20.770833333333332,15.90830050076673
TZ201500000200,2015,TZ,0.8975393135087014,0.5244384173201337,0.4159259259259259,0.4292813455657492,,,False,70.0,2015.0,R,-10.892601,37.445228,TZGE7AFL,Tunduru,Ruvuma,Tanzania,TZA,TZGE7AFL00000200.tif,19.17142857142857,14.623682875402356
ZW201500000200,2015,ZW,2.8794611656154396,0.6953717319119104,0.6894736842105262,0.7116127474649926,0.702,0.9026162790697673,False,97.0,2015.0,R,-17.930623,31.010737,ZWGE72FL,Harare,Harare,Zimbabwe,ZWE,ZWGE72FL00000200.tif,25.019607843137255,18.944645888565383
MW201500000201,2015,MW,0.5658804320927778,0.49583408468513956,0.5168803418803418,0.5334774170783344,,,False,149.0,2015.0,R,-12.514626,33.587757,MWGE7AFL,Mzimba,Northern Region,Malawi,MWI,MWGE7AFL00000201.tif,24.308823529411764,22.11048063292925
MZ201500000201,2015,MZ,-3.941945909983097,0.10705099647402305,0.11413255360623781,0.11779736037341057,0.414,0.4840116279069767,True,162.0,2015.0,R,-20.199987,34.082073,MZGE71FL,Buzi,Sofala,Mozambique,MOZ,MZGE71FL00000201.tif,19.22222222222222,18.401134416530706
TZ201500000201,2015,TZ,-0.5915286769784354,0.39601189687185195,0.3512626262626263,0.3625417014178482,,,False,91.0,2015.0,R,-11.441465,37.355138,TZGE7AFL,Tunduru,Ruvuma,Tanzania,TZA,TZGE7AFL00000201.tif,21.918367346938776,18.192073290646256
ZW201500000201,2015,ZW,0.15502562837856046,0.46039940125391676,0.46574074074074073,0.4806957186544342,0.535,0.6598837209302326,False,113.0,2015.0,R,-17.325264,31.340333,ZWGE72FL,Bindura,Mashonaland Central,Zimbabwe,ZWE,ZWGE72FL00000201.tif,19.0,15.162018086416799
SN201500000201,2015,SN,-0.3252718924241552,0.4189755443375849,0.43287037037037035,0.4467698776758409,,,False,216.0,2015.0,U,12.7144902237,-15.5690528295,SNGE7AFL,Sedhiou,Sedhiou,Senegal,SEN,SNGE7AFL00000201.tif,23.55140186915888,19.75808105267683
MW201500000202,2015,MW,1.3314981786939182,0.5618657392620889,0.5422558922558922,0.5596677787044758,,,False,126.0,2015.0,R,-15.930273,35.102216,MWGE7AFL,Thyolo,Southern Region,Malawi,MWI,MWGE7AFL00000202.tif,24.49122807017544,19.60878338818888
TZ201500000202,2015,TZ,-2.065260659191142,0.2689080495270373,0.17888888888888888,0.18463302752293576,,,False,86.0,2015.0,R,-11.170356,37.116584,TZGE7AFL,Tunduru,Ruvuma,Tanzania,TZA,TZGE7AFL00000202.tif,23.848484848484848,20.810335791562224
MZ201500000202,2015,MZ,2.674150481111133,0.6776644566295258,0.6595238095238095,0.6807011795543905,,,True,98.0,2015.0,U,-25.893998,32.489948,MZGE71FL,Cidade da Matola,Maputo,Mozambique,MOZ,MZGE71FL00000202.tif,25.537037037037038,17.6461155733717
SN201500000202,2015,SN,1.3792835337565699,0.5659870466290375,0.6198333333333333,0.63973623853211,,,False,181.0,2015.0,U,12.708527,-15.556814,SNGE7AFL,Sedhiou,Sedhiou,Senegal,SEN,SNGE7AFL00000202.tif,25.455555555555556,18.408083905140064
ZW201500000202,2015,ZW,1.918185283054609,0.6124652981044441,0.6195512820512821,0.6394451305575158,0.586,0.7340116279069766,False,78.0,2015.0,U,-19.469087,29.762422,ZWGE72FL,Gweru,Midlands,Zimbabwe,ZWE,ZWGE72FL00000202.tif,25.047619047619047,16.576434023169956
MW201500000203,2015,MW,-0.15995504185875647,0.43323350168084707,0.5222222222222221,0.5389908256880732,,,False,147.0,2015.0,R,-15.708263,35.747846,MWGE7AFL,Phalombe,Southern Region,Malawi,MWI,MWGE7AFL00000203.tif,23.865853658536587,21.552555458532858
SN201500000203,2015,SN,-3.749126540413098,0.12368094276734526,0.1431327160493827,0.14772872069317022,,,False,222.0,2015.0,R,12.8630850579,-15.5291330946,SNGE7AFL,Sedhiou,Sedhiou,Senegal,SEN,SNGE7AFL00000203.tif,22.585585585585587,19.87619337456403
TZ201500000203,2015,TZ,-1.360017498517935,0.32973262286675337,0.36410256410256414,0.3757939308398024,,,False,92.0,2015.0,R,-10.686862,37.028005,TZGE7AFL,Tunduru,Ruvuma,Tanzania,TZA,TZGE7AFL00000203.tif,33.755102040816325,24.982936353510116
ZW201500000203,2015,ZW,1.3829200467784482,0.5663006822164978,0.5896825396825397,0.6086173001310615,,,False,101.0,2015.0,R,-18.199735,27.16902,ZWGE72FL,Binga,Matabeleland North,Zimbabwe,ZWE,ZWGE72FL00000203.tif,26.566037735849058,22.095517674547494
MZ201500000203,2015,MZ,-0.5613571878946939,0.39861407446516695,0.39686609686609686,0.40960950364620086,0.326,0.3561046511627907,True,93.0,2015.0,U,-14.523847,40.704213,MZGE71FL,Nacala,Nampula,Mozambique,MOZ,MZGE71FL00000203.tif,21.307692307692307,14.827346439236853
ZW201500000204,2015,ZW,1.274887885886843,0.5569833141658429,0.6006944444444444,0.6199827981651376,,,False,129.0,2015.0,R,-21.344412,28.130767,ZWGE72FL,Mangwe,Matabeleland South,Zimbabwe,ZWE,ZWGE72FL00000204.tif,25.485714285714284,23.374545090291146
AO201500000204,2015,AO,1.137398770725647,0.5451253944654206,0.6557407407407407,0.6767966360856269,,,False,128.0,2015.0,U,-15.678227,15.788916,AOGE71FL,Cuvelai,Cunene,Angola,AGO,AOGE71FL00000204.tif,16.923076923076923,12.60370443102405
MZ201500000204,2015,MZ,1.033998802308235,0.5362075356146867,0.5025132275132276,0.5186489733508083,0.374,0.4258720930232558,True,104.0,2015.0,U,-25.076072,33.709106,MZGE71FL,Cidade de Xai-Xai,Gaza,Mozambique,MOZ,MZGE71FL00000204.tif,23.436363636363637,20.44483420796671
TZ201500000204,2015,TZ,2.248418144747844,0.6409466418952448,0.542948717948718,0.5603828510938603,,,False,89.0,2015.0,U,-11.036864,37.325021,TZGE7AFL,Tunduru,Ruvuma,Tanzania,TZA,TZGE7AFL00000204.tif,23.2,18.087090897733034
MZ201500000205,2015,MZ,0.30532976003690065,0.4733625679872009,0.471031746031746,0.486156618610747,0.403,0.46802325581395354,True,106.0,2015.0,R,-23.404603,35.361617,MZGE71FL,Massinga,Inhambane,Mozambique,MOZ,MZGE71FL00000205.tif,28.48076923076923,22.586209904011216
SN201500000205,2015,SN,-0.160419298032085,0.43319346132989056,0.4806216931216931,0.49605449978156396,,,False,258.0,2015.0,R,12.6775382338,-15.5863565036,SNGE7AFL,Sedhiou,Sedhiou,Senegal,SEN,SNGE7AFL00000205.tif,23.92622950819672,20.92970052767826
TZ201500000205,2015,TZ,2.2213603851324795,0.6386130117717536,0.42083333333333334,0.43434633027522934,,,False,85.0,2015.0,R,-10.786543,35.593654,TZGE7AFL,Songea Rural,Ruvuma,Tanzania,TZA,TZGE7AFL00000205.tif,26.894736842105264,21.943156876636053
MW201500000206,2015,MW,-1.077877962944459,0.3540660979438329,0.43586182336182333,0.4498573864972947,,,False,109.0,2015.0,R,-14.926599,34.687141,MWGE7AFL,Ntcheu,Central Region,Malawi,MWI,MWGE7AFL00000206.tif,32.107142857142854,25.566795633419506
MZ201500000206,2015,MZ,2.080044002799781,0.62642500465504,0.5452380952380952,0.5627457404980339,0.403,0.46802325581395354,True,88.0,2015.0,U,-23.836196,35.33385,MZGE71FL,Maxixe,Inhambane,Mozambique,MOZ,MZGE71FL00000206.tif,25.80851063829787,22.190517263669904
SN201500000206,2015,SN,-1.2513515150841386,0.33910465573069776,0.4173280423280423,0.4307284840541721,,,False,219.0,2015.0,U,13.0345600921,-15.6437746776,SNGE7AFL,Bounkiling,Sedhiou,Senegal,SEN,SNGE7AFL00000206.tif,21.34259259259259,18.714361538537318
ZW201500000206,2015,ZW,3.1365484447591157,0.7175445439815172,0.6620772946859903,0.6833366573593936,0.578,0.7223837209302325,False,118.0,2015.0,U,-18.16658,31.580494,ZWGE72FL,Marondera,Mashonaland East,Zimbabwe,ZWE,ZWGE72FL00000206.tif,18.413793103448278,13.602159893965528
MW201500000207,2015,MW,-0.879527261578692,0.3711731008259164,0.3582244008714597,0.36972701924806617,,,False,135.0,2015.0,R,-14.772696,34.90314,MWGE7AFL,Ntcheu,Central Region,Malawi,MWI,MWGE7AFL00000207.tif,21.41269841269841,19.148515415068776
SN201500000207,2015,SN,-4.702416996549082,0.041463221991513866,0.03345959595959596,0.03453398665554629,,,False,238.0,2015.0,R,13.2800064957,-15.556237653,SNGE7AFL,Bounkiling,Sedhiou,Senegal,SEN,SNGE7AFL00000207.tif,18.844827586206897,17.47326078837922
ZW201500000207,2015,ZW,-0.4081234403671458,0.4118299095619751,0.475,0.4902522935779816,0.588,0.7369186046511627,False,134.0,2015.0,R,-22.181678,31.380493,ZWGE72FL,Chiredzi,Masvingo,Zimbabwe,ZWE,ZWGE72FL00000207.tif,27.576923076923077,24.48085349435733
MZ201500000207,2015,MZ,1.276494981959555,0.5571219201650068,0.5662037037037038,0.5843845565749236,0.314,0.3386627906976744,True,117.0,2015.0,U,-16.123457,33.737877,MZGE71FL,Moatize,Tete,Mozambique,MOZ,MZGE71FL00000207.tif,20.70769230769231,17.084096293156573
AO201500000208,2015,AO,-1.865601454487115,0.2861279059066113,0.31805555555555554,0.3282683486238532,,,False,94.0,2015.0,R,-7.852511,13.721998,AOGE71FL,Ambriz,Bengo,Angola,AGO,AOGE71FL00000208.tif,26.03921568627451,23.871288850260036
MZ201500000208,2015,MZ,2.8509446179801627,0.6929122868016853,0.637962962962963,0.6584480122324159,0.403,0.46802325581395354,True,124.0,2015.0,R,-24.033564,34.738485,MZGE71FL,Panda,Inhambane,Mozambique,MOZ,MZGE71FL00000208.tif,24.315068493150687,19.819937151156633
SN201500000208,2015,SN,-4.1890573150804435,0.08573856606622421,0.10925925925925926,0.11276758409785932,,,False,183.0,2015.0,R,13.27804002,-15.7836741658,SNGE7AFL,Bounkiling,Sedhiou,Senegal,SEN,SNGE7AFL00000208.tif,17.444444444444443,16.601710154238674
ZW201500000208,2015,ZW,2.7219054214279756,0.6817831408389022,0.6416666666666666,0.6622706422018347,0.699,0.8982558139534883,False,99.0,2015.0,U,-20.187471,28.52106,ZWGE72FL,Bulawayo,Bulawayo,Zimbabwe,ZWE,ZWGE72FL00000208.tif,24.339285714285715,19.519013374576158
MZ201500000209,2015,MZ,-3.032797044999618,0.18546167083224102,0.25416666666666665,0.2623279816513761,,,True,89.0,2015.0,R,-13.525449,39.254841,MZGE71FL,Namuno,Cabo Delgado,Mozambique,MOZ,MZGE71FL00000209.tif,27.5609756097561,22.31372759142654
SN201500000209,2015,SN,-1.828779428693295,0.28930366730821805,0.2796296296296296,0.28860856269113144,,,False,212.0,2015.0,R,13.014022,-15.684764,SNGE7AFL,Bounkiling,Sedhiou,Senegal,SEN,SNGE7AFL00000209.tif,26.618181818181817,22.916274341424035
ZW201500000209,2015,ZW,1.465815649808673,0.5734501165778872,0.5882936507936508,0.6071838138925295,0.596,0.7485465116279069,False,106.0,2015.0,R,-18.068887,30.760334,ZWGE72FL,Chegutu,Mashonaland West,Zimbabwe,ZWE,ZWGE72FL00000209.tif,24.676470588235293,22.10250284771954
MW201500000210,2015,MW,-1.09141517313257,0.35289856441806866,0.4488888888888889,0.4633027522935779,,,False,150.0,2015.0,R,-15.978157,35.652623,MWGE7AFL,Mulanje,Southern Region,Malawi,MWI,MWGE7AFL00000210.tif,18.53488372093023,15.224359485739487
MZ201500000210,2015,MZ,-3.854671215484274,0.11457811102438276,0.1238888888888889,0.12786697247706422,0.325,0.3546511627906977,True,98.0,2015.0,R,-13.303856,35.544813,MZGE71FL,Lichinga,Niassa,Mozambique,MOZ,MZGE71FL00000210.tif,20.782608695652176,19.43297660447686
SN201500000210,2015,SN,-3.7525769687215234,0.12338335628738717,0.16018518518518518,0.16532874617737,,,False,172.0,2015.0,R,13.0964682991,-15.5877818887,SNGE7AFL,Bounkiling,Sedhiou,Senegal,SEN,SNGE7AFL00000210.tif,17.978021978021978,16.74048852465053
ZW201500000210,2015,ZW,3.370015717868862,0.737680219260001,0.7353703703703705,0.7589831804281346,0.586,0.7340116279069766,False,101.0,2015.0,U,-19.67544,30.004598,ZWGE72FL,Shurugwi,Midlands,Zimbabwe,ZWE,ZWGE72FL00000210.tif,21.25,14.126329724644036
AO201500000211,2015,AO,-2.263598674548784,0.2518021407654992,0.36363960113960114,0.375316102093625,,,False,126.0,2015.0,R,-7.227613,15.793235,AOGE71FL,Sanza Pombo,Uige,Angola,AGO,AOGE71FL00000211.tif,21.197183098591548,20.714811621714997
MW201500000211,2015,MW,1.1593650514936855,0.5470199036646322,0.6023148148148149,0.6216551987767585,,,False,123.0,2015.0,U,-15.772096,34.991869,MWGE7AFL,Blantyre,Southern Region,Malawi,MWI,MWGE7AFL00000211.tif,17.676923076923078,12.161809708452743
MZ201500000211,2015,MZ,-0.13457632966930433,0.4354223202712484,0.4822222222222222,0.4977064220183486,,,True,107.0,2015.0,U,-11.653313,39.59774,MZGE71FL,Mueda,Cabo Delgado,Mozambique,MOZ,MZGE71FL00000211.tif,22.16393442622951,20.531423337467253
SN201500000211,2015,SN,0.15348084874909793,0.4602661698138894,0.5053571428571428,0.5215842070773263,,,False,250.0,2015.0,U,12.5756397991,-15.8663440596,SNGE7AFL,Goudomp,Sedhiou,Senegal,SEN,SNGE7AFL00000211.tif,24.803418803418804,21.2530887476261
ZW201500000211,2015,ZW,4.584553976716872,0.8424295816340706,0.8111111111111111,0.8371559633027522,,,False,96.0,2015.0,U,-18.405474,26.454148,ZWGE72FL,Hwange,Matabeleland North,Zimbabwe,ZWE,ZWGE72FL00000211.tif,24.057692307692307,13.250843053517738
AO201500000212,2015,AO,-2.397339681214328,0.2402674813429383,0.32172364672364673,0.3320542225358739,,,False,137.0,2015.0,R,-13.179137,13.878191,AOGE71FL,Caimbambo,Benguela,Angola,AGO,AOGE71FL00000212.tif,23.08823529411765,20.809538064341385
MW201500000212,2015,MW,1.4421390041266158,0.5714080948298819,0.6085648148148148,0.6281058868501529,,,False,134.0,2015.0,R,-15.425846,35.29907,MWGE7AFL,Zomba,Southern Region,Malawi,MWI,MWGE7AFL00000212.tif,29.549295774647888,21.704370022380523
MZ201500000212,2015,MZ,-2.446335935847943,0.23604173843677678,0.330787037037037,0.3414086391437308,0.326,0.3561046511627907,True,111.0,2015.0,R,-14.536261,38.83962,MZGE71FL,Mecuburi,Nampula,Mozambique,MOZ,MZGE71FL00000212.tif,19.918032786885245,17.489325393857833
SN201500000212,2015,SN,-1.8084519147496498,0.29105683902490526,0.31760870302536964,0.32780714761792734,,,False,442.0,2015.0,R,12.5852301752,-15.5473097741,SNGE7AFL,Goudomp,Sedhiou,Senegal,SEN,SNGE7AFL00000212.tif,22.54237288135593,19.03374117932795
ZW201500000212,2015,ZW,1.7208875369777892,0.5954491086605723,0.5773504273504273,0.5958892025405785,,,False,136.0,2015.0,R,-20.444782,29.377895,ZWGE72FL,Insiza,Matabeleland South,Zimbabwe,ZWE,ZWGE72FL00000212.tif,24.746987951807228,22.472120056668363
MW201500000213,2015,MW,0.08132450407789148,0.45404295614359996,0.48,0.49541284403669716,,,False,130.0,2015.0,R,-15.427932,35.411223,MWGE7AFL,Zomba,Southern Region,Malawi,MWI,MWGE7AFL00000213.tif,22.703125,19.16981728763396
MZ201500000213,2015,MZ,-2.0947601235797673,0.26636383153919396,0.2733333333333333,0.28211009174311924,0.374,0.4258720930232558,True,107.0,2015.0,R,-24.728941,33.616272,MZGE71FL,Chibuto,Gaza,Mozambique,MOZ,MZGE71FL00000213.tif,28.158730158730158,24.695700519886994
SN201500000213,2015,SN,-1.06722686331604,0.3549847152755898,0.4187962962962963,0.43224388379204887,,,False,196.0,2015.0,R,12.4754891443,-15.6757992295,SNGE7AFL,Goudomp,Sedhiou,Senegal,SEN,SNGE7AFL00000213.tif,22.372340425531913,20.087434708622872
ZW201500000213,2015,ZW,2.2740233378090497,0.6431549936100522,0.6152777777777778,0.6350344036697247,0.586,0.7340116279069766,False,82.0,2015.0,R,-19.346227,29.986778,ZWGE72FL,Gweru,Midlands,Zimbabwe,ZWE,ZWGE72FL00000213.tif,23.7,16.312964798368824
SN201500000214,2015,SN,-3.8312294525838695,0.11659987501481528,0.10694444444444444,0.11037844036697246,,,False,261.0,2015.0,R,12.5907583059,-15.40981708,SNGE7AFL,Goudomp,Sedhiou,Senegal,SEN,SNGE7AFL00000214.tif,23.924242424242426,21.25979656072412
ZW201500000214,2015,ZW,1.823084283455004,0.6042631941389058,0.5750661375661376,0.5935315640017474,0.535,0.6598837209302326,False,107.0,2015.0,R,-16.530713,30.436958,ZWGE72FL,Guruve,Mashonaland Central,Zimbabwe,ZWE,ZWGE72FL00000214.tif,27.565217391304348,20.15787926887046
TZ201500000215,2015,TZ,2.72989066079176,0.6824718377372232,0.5083333333333333,0.5246559633027522,,,False,83.0,2015.0,R,-10.442193,36.116005,TZGE7AFL,Namtumbo,Ruvuma,Tanzania,TZA,TZGE7AFL00000215.tif,27.736842105263158,22.37117379095711
ZW201500000215,2015,ZW,1.073181113561683,0.539586862770699,0.6402777777777777,0.6608371559633026,0.562,0.6991279069767442,False,101.0,2015.0,R,-18.412463,32.331375,ZWGE72FL,Makoni,Manicaland,Zimbabwe,ZWE,ZWGE72FL00000215.tif,26.836363636363636,24.54381089396374
MW201500000215,2015,MW,3.799361357764307,0.7747096678504408,0.7566239316239316,0.7809191954834156,,,False,107.0,2015.0,U,-15.592112,34.518615,MWGE7AFL,Mwanza,Southern Region,Malawi,MWI,MWGE7AFL00000215.tif,27.085106382978722,19.19219699596466
MZ201500000215,2015,MZ,-0.8656708481037702,0.3723681644360708,0.36488603988603985,0.37660256410256404,0.374,0.4258720930232558,True,124.0,2015.0,U,-25.253378,33.242153,MZGE71FL,Bilene,Gaza,Mozambique,MOZ,MZGE71FL00000215.tif,25.46969696969697,21.69666383214759
AO201500000216,2015,AO,-0.585197435744272,0.3965579426447896,0.5380555555555555,0.5553325688073394,,,False,151.0,2015.0,R,-13.550179,16.014597,AOGE71FL,Chipindo,Huila,Angola,AGO,AOGE71FL00000216.tif,18.68918918918919,18.129613763784132
MW201500000216,2015,MW,-0.33350098068358847,0.4182658163880404,0.5061965811965812,0.5224505998588567,,,False,123.0,2015.0,R,-15.521965,34.755265,MWGE7AFL,Neno,Southern Region,Malawi,MWI,MWGE7AFL00000216.tif,21.238805970149254,18.980923080212232
MZ201500000216,2015,MZ,1.8861181196538657,0.6096996257224485,0.6348484848484849,0.6552335279399499,0.455,0.5436046511627907,True,120.0,2015.0,U,-19.123674,33.468775,MZGE71FL,Cidade de Chimoio,Manica,Mozambique,MOZ,MZGE71FL00000216.tif,21.392857142857142,18.39829890499126
TZ201500000216,2015,TZ,0.3261530522662407,0.47515849871862237,0.4083333333333333,0.42144495412844035,,,False,100.0,2015.0,U,-10.519176,36.157693,TZGE7AFL,Namtumbo,Ruvuma,Tanzania,TZA,TZGE7AFL00000216.tif,23.384615384615383,19.37266504200087
