DHSID,HV007: year of interview,HV000: country code,Female Education PCA,Female Education PCA (min-max-scaled),EDI,EDI (min-max-scaled),EDI (UNESCO),EDI (UNESCO) (min-max-scaled),Imputed,households,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,GEID,adm2_name,adm1_name,adm0_name,ISO3,TIF_name,MEAN_AGE,STD_AGE,Random Split (Cross Val) Rural,TestIndex
NG201800001271,2018,NG,3.6415900134817023,0.7738215809995682,,,0.652,0.7428214731585518,False,98.0,2018.0,R,7.374673,3.692113,NGGE7BFL,Ido,Oyo,Nigeria,NGA,NGGE7BFL00001271.tif,27.214285714285715,19.00132949685584,split1,0.3495809587956141
CM201800000026,2018,CM,2.209371243307794,0.64881489168144,0.6898148148148149,0.7119648318042814,0.699,0.8014981273408239,False,132.0,2018.0,R,3.811606,11.603266,CMGE71FL,Méfou - Et - Afamba,Centre,Cameroon,CMR,CMGE71FL00000026.tif,18.514705882352946,17.269153456560442,split1,0.30844261103712356
NG201800001067,2018,NG,0.3494481567511064,0.4864773827207286,0.498989898989899,0.5150125104253545,0.698,0.8002496878901373,False,109.0,2018.0,R,6.372612,6.541149,NGGE7BFL,Aniocha North,Delta,Nigeria,NGA,NGGE7BFL00001067.tif,25.232558139534884,18.79442319679193,split1,0.5919665525662395
MD202100000628,2021,MD,-1.2417489649550395,0.347594770385696,0.3513888888888888,0.3626720183486238,0.513,0.5692883895131087,False,109.0,2021.0,R,-13.897005,50.12559,MDGE81FL,Sambava,Sava,Madagascar,MDG,MDGE81FL00000628.tif,19.454545454545453,15.513217998208258,split1,0.7033661024428074
BF202100000040,2021,BF,-3.904344950554714,0.1151984940045826,0.1327861952861952,0.1370499721990547,,,False,186.0,2021.0,R,11.7782226311,-4.38000293375,BFGE81FL,Banwa,Boucle Du Mouhoun,Burkina Faso,BFA,BFGE81FL00000040.tif,23.485714285714284,19.6405752920376,split1,0.69694200982852
ZW201500000291,2015,ZW,1.037181127453228,0.5465039817241437,0.5872685185185185,0.6061257645259938,0.588,0.6629213483146068,False,108.0,2015.0,R,-19.609795,31.748643,ZWGE72FL,Gutu,Masvingo,Zimbabwe,ZWE,ZWGE72FL00000291.tif,26.171875,21.64031708207388,split1,0.40528981806412623
UG201600000633,2016,UG,0.1261535971937847,0.4669878227356845,0.6037037037037037,0.6230886850152905,,,False,133.0,2016.0,R,-1.19993907758,29.7859623478,UGGE7AFL,Rubanda,Kabale,Uganda,UGA,UGGE7AFL00000633.tif,23.681159420289852,18.14686227425232,split1,0.271635404963499
NG201800000358,2018,NG,-1.3285418812122745,0.3400193249694451,0.3035947712418301,0.3133432271991365,0.406,0.4357053682896381,False,149.0,2018.0,R,10.581769,12.033957,NGGE7BFL,Biu,Borno,Nigeria,NGA,NGGE7BFL00000358.tif,16.887323943661972,13.069647821000762,split1,0.9863684521152513
MW201500000328,2015,MW,-0.9126828778705294,0.3763162638962933,0.4253411306042885,0.4389988733301143,,,False,168.0,2015.0,R,-15.620648,35.711581,MWGE7AFL,Phalombe,Southern Region,Malawi,MWI,MWGE7AFL00000328.tif,22.42168674698795,19.98726453173749,split1,0.2844950532984314
TZ202200000243,2022,TZ,0.6464130195691115,0.5123970223161399,,,,,True,82.0,2022.0,R,-9.091973,33.408753,TZGE81FL,Mbeya Rural,Mbeya,Tanzania,TZA,TZGE81FL00000243.tif,24.38888888888889,18.391423121782733,split1,0.3774152617752762
BJ201700000217,2017,BJ,-1.6531417506777444,0.3116876511497758,0.3061447811447811,0.3159751181540172,,,False,106.0,2017.0,R,8.217413,2.182324,BJGE71FL,Glazoue,Collines,Benin,BEN,BJGE71FL00000217.tif,27.52542372881356,24.244697914647865,split1,0.14055171103724384
UG201600000537,2016,UG,0.4518139821557115,0.4954120602990663,0.5743055555555556,0.5927465596330276,,,False,170.0,2016.0,R,0.00879038747101,29.7610444051,UGGE7AFL,Bukonjo,Kasese,Uganda,UGA,UGGE7AFL00000537.tif,18.25,16.727188962127276,split1,0.15770748052326244
MW201500000459,2015,MW,-1.451045037970443,0.3293270240610448,0.4972222222222222,0.5131880733944953,,,False,127.0,2015.0,R,-9.705209,33.894951,MWGE7AFL,Karonga,Northern Region,Malawi,MWI,MWGE7AFL00000459.tif,26.396825396825395,21.79563413114423,split1,0.20494783112645265
ZW201500000303,2015,ZW,2.1472559462905467,0.6433933542753946,0.6319444444444444,0.65223623853211,0.578,0.6504369538077404,False,97.0,2015.0,R,-18.756509,31.791439,ZWGE72FL,Hwedza,Mashonaland East,Zimbabwe,ZWE,ZWGE72FL00000303.tif,31.9,27.90746370798043,split1,0.8391884095396783
MD202100000158,2021,MD,-0.1299932135234811,0.4446308578264238,0.3496031746031746,0.3608289646133682,0.402,0.4307116104868915,False,154.0,2021.0,R,-17.93123,46.405931,MDGE81FL,Fenoarivobe,Bongolava,Madagascar,MDG,MDGE81FL00000158.tif,19.86842105263158,17.103872548062057,split1,0.40004692377537177
RW201900000166,2019,RW,1.2543396386309924,0.5654579761172557,0.4668859649122807,0.4818777160791888,0.441,0.4794007490636705,False,100.0,2019.0,R,-2.061688,29.719288,RWGE81FL,Muhanga,South,Rwanda,RWA,RWGE81FL00000166.tif,25.291666666666668,18.376625223634758,split2,0.7214895220045617
KE202200001058,2022,KE,3.3763299184937794,0.7506691918721544,0.6611111111111111,0.6823394495412843,,,False,91.0,2022.0,R,-0.103481,36.642081,KEGE8AFL,Laikipia,Rift Valley,Kenya,KEN,KEGE8AFL00001058.tif,33.810810810810814,20.80843557288704,split2,0.8328655279793271
MD202100000345,2021,MD,0.7667119573788177,0.522896934939302,0.4229166666666666,0.4364965596330274,0.485,0.5343320848938826,False,97.0,2021.0,R,-17.513335,49.221029,MDGE81FL,Vavatenina,Analanjirofo,Madagascar,MDG,MDGE81FL00000345.tif,26.956521739130437,17.85865059197317,split2,0.5797326655884024
KE202200000815,2022,KE,-0.2229649369452478,0.4365161147528189,0.5863425925925927,0.6051701070336392,,,False,185.0,2022.0,R,1.292684,35.327941,KEGE8AFL,West Pokot,Rift Valley,Kenya,KEN,KEGE8AFL00000815.tif,18.156626506024097,16.629742622790783,split2,0.9960858288403741
NG201800000899,2018,NG,1.4754088682694702,0.5847533052127258,0.4743055555555555,0.4895355504587155,0.676,0.7727840199750313,False,107.0,2018.0,R,5.943093,7.667037,NGGE7BFL,Aninri,Enugu,Nigeria,NGA,NGGE7BFL00000899.tif,29.2,20.856897408088415,split2,0.544289228580427
KE202200000764,2022,KE,3.5668747767015447,0.7673002976691079,0.7404761904761905,0.7642529488859764,,,False,64.0,2022.0,R,-1.042333,36.65517,KEGE8AFL,Kiambu,Central,Kenya,KEN,KEGE8AFL00000764.tif,28.97142857142857,23.580258086555617,split2,0.7143247494683882
UG201600000543,2016,UG,-2.264484487355744,0.258328532318006,0.3811111111111111,0.393348623853211,,,False,146.0,2016.0,R,0.454234780553,30.1174824449,UGGE7AFL,Busongora,Kasese,Uganda,UGA,UGGE7AFL00000543.tif,19.08219178082192,18.245055208845503,split2,0.904581099349535
NG201800000361,2018,NG,-1.701685053774481,0.3074507023434474,0.2985185185185185,0.3081039755351681,0.406,0.4357053682896381,False,147.0,2018.0,R,10.638556,13.044532,NGGE7BFL,Askira/Uba,Borno,Nigeria,NGA,NGGE7BFL00000361.tif,23.233766233766232,20.841441575491707,split2,0.8269064135005127
LB201900000250,2019,LB,-0.8043332247853245,0.3857732209638958,0.5008771929824561,0.5169604056011589,0.421,0.4544319600499376,False,127.0,2019.0,R,6.6663,-10.902307,LBGE7AFL,Klay,Bomi,Liberia,LBR,LBGE7AFL00000250.tif,25.05,19.29031108341478,split2,0.756424947325343
TZ202200000541,2022,TZ,4.258975036892502,0.8277080817342345,0.7613095238095238,0.785755242463958,,,False,123.0,2022.0,R,-5.851741,39.227771,TZGE81FL,Kaskazini A,Kaskazini Unguja,Tanzania,TZA,TZGE81FL00000541.tif,30.80263157894737,22.810535423698177,split2,0.27854258488183625
TZ202200000452,2022,TZ,2.0472726233089573,0.6346666258919675,,,,,True,68.0,2022.0,R,-9.616238,34.355509,TZGE81FL,Makete,Njombe,Tanzania,TZA,TZGE81FL00000452.tif,35.285714285714285,25.438865707844403,split2,0.8005081004211378
SL201900000047,2019,SL,-2.2711703206557377,0.2577449804867004,0.3553571428571428,0.3667676933158584,,,False,154.0,2019.0,R,7.765504,-12.780801,SLGE7AFL,Moyamba,Southern,Sierra Leone,SLE,SLGE7AFL00000047.tif,21.927710843373493,19.993159276777355,split2,0.8860403643926734
ZM201800000081,2018,ZM,0.4771069274886372,0.4976196751027666,0.514155982905983,0.5306655786873677,0.488,0.5380774032459426,False,112.0,2018.0,R,-9.356762,32.729658,ZMGE71FL,Nakonde,Northern,Zambia,ZMB,ZMGE71FL00000081.tif,19.314814814814813,17.87358552163,split2,0.8159708119395885
GN201800000229,2018,GN,-2.1468684121937787,0.2685942797532278,0.2445833333333333,0.2524369266055045,0.257,0.2496878901373284,False,111.0,2018.0,R,9.299625,-10.002105,GNGE71FL,Kissidougou,Faranah,Guinea,GIN,GNGE71FL00000229.tif,23.271186440677965,20.194596843500918,split2,0.5123619108004982
GN201800000400,2018,GN,-4.184383623081754,0.0907562034392956,0.1142195767195767,0.1178871778069025,0.346,0.3607990012484394,False,144.0,2018.0,R,10.225063,-12.972058,GNGE71FL,Kindia,Kindia,Guinea,GIN,GNGE71FL00000400.tif,25.10126582278481,21.589168067906872,split2,0.8530187445356978
NG201800000894,2018,NG,1.948398556866656,0.6260367154601472,0.6133838383838384,0.63307964970809,0.676,0.7727840199750313,False,145.0,2018.0,R,6.759878,6.964791,NGGE7BFL,Uzo-Uwani,Enugu,Nigeria,NGA,NGGE7BFL00000894.tif,31.01492537313433,20.321277501981225,split2,0.9255686740179788
NG201800000644,2018,NG,-1.2189184980403998,0.3495874555424753,0.30625,0.3160837155963302,0.384,0.4082397003745319,False,147.0,2018.0,R,11.399587,7.010666,NGGE7BFL,Sabuwa,Katsina,Nigeria,NGA,NGGE7BFL00000644.tif,17.77777777777778,15.436578310032075,split2,0.09150942139003415
TZ201500000334,2015,TZ,-0.8797863810380491,0.379187530664214,0.3611111111111111,0.3727064220183486,,,False,111.0,2015.0,R,-6.015062,29.825212,TZGE7AFL,Uvinza,Kigoma,Tanzania,TZA,TZGE7AFL00000334.tif,23.09433962264151,20.038678129810123,split2,0.7518210796027006
MW201500000515,2015,MW,0.4037760356658947,0.4912192199471665,0.5229166666666667,0.5397075688073394,,,False,116.0,2015.0,R,-15.77468,35.134823,MWGE7AFL,Chiradzulu,Southern Region,Malawi,MWI,MWGE7AFL00000515.tif,24.29310344827586,20.221587058935143,split2,0.009704278028318747
UG201600000359,2016,UG,-2.0396360279662,0.2779537195393378,0.3651353276353276,0.3768598565043519,,,False,142.0,2016.0,R,2.34288614164,32.895546457,UGGE7AFL,Kole,Kole,Uganda,UGA,UGGE7AFL00000359.tif,24.015384615384612,22.194095715198323,split2,0.268129047684997
ZW201500000146,2015,ZW,2.570183635361553,0.680307261097963,0.6930555555555555,0.7153096330275228,0.586,0.6604244694132335,False,98.0,2015.0,R,-19.711716,30.543964,ZWGE72FL,Chirumhanzu,Midlands,Zimbabwe,ZWE,ZWGE72FL00000146.tif,30.9622641509434,25.125042873404627,split2,0.295436691869744
MW201500000423,2015,MW,-1.8068156319931288,0.2982747120527896,0.344510582010582,0.3555728484054172,,,False,142.0,2015.0,R,-15.628393,34.488262,MWGE7AFL,Mwanza,Southern Region,Malawi,MWI,MWGE7AFL00000423.tif,22.65714285714286,18.872482624553623,split2,0.6255293708802296
TZ202200000184,2022,TZ,-0.6169701357014493,0.4021266160977613,0.4051282051282051,0.418136908962597,,,False,97.0,2022.0,R,-10.299229,39.882446,TZGE81FL,Mtwara Rural,Mtwara,Tanzania,TZA,TZGE81FL00000184.tif,29.363636363636363,23.83769473409059,split2,0.022002029588110705
SL201900000220,2019,SL,-2.0072153782001623,0.2807834534998156,0.3347222222222222,0.3454701834862385,,,False,105.0,2019.0,R,8.32604,-12.547105,SLGE7AFL,Tonkolili,Northern,Sierra Leone,SLE,SLGE7AFL00000220.tif,24.83333333333333,20.796208055882357,split2,0.4590843650962706
MW201500000567,2015,MW,0.2511026813872186,0.4778936086907566,0.5222222222222223,0.5389908256880734,,,False,129.0,2015.0,R,-15.577122,35.045248,MWGE7AFL,Blantyre,Southern Region,Malawi,MWI,MWGE7AFL00000567.tif,25.96969696969697,21.123060454954985,split2,0.3443587437919763
GN201800000169,2018,GN,-1.4896688319780371,0.3259558682583539,0.2851190476190476,0.294274246395806,0.273,0.2696629213483146,False,121.0,2018.0,R,10.74006,-11.999563,GNGE71FL,Mamou,Mamou,Guinea,GIN,GNGE71FL00000169.tif,27.07936507936508,22.283583996283134,split2,0.81050088088295
NG201800000021,2018,NG,0.2426939010273146,0.4771596748701104,0.4577861952861952,0.4724857520155684,0.604,0.6828963795255931,False,127.0,2018.0,R,7.483658,8.973756,NGGE7BFL,Bukuru,Benue,Nigeria,NGA,NGGE7BFL00000021.tif,21.985294117647054,19.153342444019408,split2,0.3970670647298874
MW201500000545,2015,MW,-0.1875118998451553,0.4396105210589289,0.4842995169082126,0.4998504188272836,,,False,162.0,2015.0,R,-15.770255,35.520995,MWGE7AFL,Phalombe,Southern Region,Malawi,MWI,MWGE7AFL00000545.tif,18.536585365853657,15.935204540635237,split2,0.018656515016165942
ZW201500000307,2015,ZW,0.1576009052483702,0.4697326016407911,0.4933333333333333,0.5091743119266054,0.535,0.5967540574282149,False,126.0,2015.0,R,-16.741291,31.699137,ZWGE72FL,Mount Darwin,Mashonaland Central,Zimbabwe,ZWE,ZWGE72FL00000307.tif,21.03125,18.3510466376829,split2,0.6011633328705146
UG201600000689,2016,UG,-2.3704754076344634,0.2490774497894509,0.4203703703703703,0.4338685015290519,,,False,135.0,2016.0,R,0.213377950395,33.5580305901,UGGE7AFL,Bunya,Mayuge,Uganda,UGA,UGGE7AFL00000689.tif,19.0327868852459,18.08864027791545,split2,0.03397107862782578
CI202100000301,2021,CI,-3.549070636383069,0.1462074897943622,0.1779100529100529,0.1836227610310179,,,False,143.0,2021.0,R,7.87628373156,-6.54767662699,CIGE81FL,Worodougou,Woroba,Cote d'Ivoire,CIV,CIGE81FL00000301.tif,18.685714285714287,18.039042084808,split2,0.6848984537210727
SL201900000365,2019,SL,-0.0289474046300205,0.453450321935046,,,,,False,143.0,2019.0,R,7.544546,-12.140766,SLGE7AFL,Bonthe,Southern,Sierra Leone,SLE,SLGE7AFL00000365.tif,29.41935483870968,25.123660317988392,split2,0.7034025528222227
NG201800000708,2018,NG,-4.874339156991623,0.0305356150299415,0.0509259259259259,0.0525611620795107,0.18,0.1535580524344569,False,107.0,2018.0,R,12.918974,4.741043,NGGE7BFL,Augie,Kebbi,Nigeria,NGA,NGGE7BFL00000708.tif,17.918367346938776,14.811083595703304,split2,0.9430441171613063
KE202200001213,2022,KE,3.06407057327316,0.7234146217132,0.7027777777777777,0.7253440366972476,,,False,119.0,2022.0,R,-0.61968,35.134808,KEGE8AFL,Buret,Rift Valley,Kenya,KEN,KEGE8AFL00001213.tif,24.05454545454545,19.03643502827824,split2,0.15353908484507728
BF202100000331,2021,BF,-1.6932084444133453,0.3081905564041158,0.3318253968253968,0.3424803407601572,,,False,189.0,2021.0,R,11.6249365673,-1.20288076556,BFGE81FL,Zoundweogo,Centre-sud,Burkina Faso,BFA,BFGE81FL00000331.tif,23.343434343434343,20.054599765599917,split2,0.5951097030104734
GN201800000308,2018,GN,-1.7171713598770737,0.3060990290544448,0.3173611111111111,0.3275516055045872,,,False,116.0,2018.0,R,7.662261,-9.093602,GNGE71FL,Yomou,Nzerekore,Guinea,GIN,GNGE71FL00000308.tif,22.28787878787879,18.29734335614801,split2,0.9924103895530447
AO201500000175,2015,AO,-0.6058157578019515,0.4031001907231309,0.5258169934640523,0.5427010253642741,,,False,142.0,2015.0,R,-6.031846,14.137272,AOGE71FL,M'banza Congo,Zaire,Angola,AGO,AOGE71FL00000175.tif,23.984615384615385,20.34736800216148,split2,0.18290608309936252
MW201500000685,2015,MW,-1.116767975901483,0.3585033410556595,0.440079365079365,0.4542103538663171,,,False,145.0,2015.0,R,-9.794516,33.857739,MWGE7AFL,Karonga,Northern Region,Malawi,MWI,MWGE7AFL00000685.tif,19.44,18.376130228156367,split2,0.24541250428631278
KE202200000824,2022,KE,-4.648478961742476,0.0502491084185343,0.0787037037037037,0.0812308868501529,,,False,127.0,2022.0,R,2.284208,35.033992,KEGE8AFL,West Pokot,Rift Valley,Kenya,KEN,KEGE8AFL00000824.tif,22.166666666666668,21.86502886299232,split2,0.16933263528562081
SN201500000192,2015,SN,-3.1112041803228663,0.1844252796847301,0.2324074074074074,0.2398700305810397,,,False,134.0,2015.0,R,12.7259762918,-12.163548101,SNGE7AFL,Kedougou,Kedougou,Senegal,SEN,SNGE7AFL00000192.tif,18.52112676056338,15.713378426341562,split2,0.7341940821695448
MW201500000729,2015,MW,-2.090128515618557,0.2735466423188016,0.366557734204793,0.3783279366792588,,,False,156.0,2015.0,R,-13.767193,34.394209,MWGE7AFL,Salima,Central Region,Malawi,MWI,MWGE7AFL00000729.tif,20.579545454545453,20.289695924546372,split2,0.7847946283047125
NG201800000023,2018,NG,1.754991439181382,0.6091557863898893,0.5965277777777778,0.6156823394495412,0.604,0.6828963795255931,False,109.0,2018.0,R,7.35172,8.558483,NGGE7BFL,Gwer East,Benue,Nigeria,NGA,NGGE7BFL00000023.tif,22.61111111111111,14.997379225978078,split2,0.6996708821371243
TZ202200000527,2022,TZ,1.2784916958840105,0.567566012110287,,,,,True,87.0,2022.0,R,-8.862432,33.001664,TZGE81FL,Mbozi,Mbeya,Tanzania,TZA,TZGE81FL00000527.tif,29.666666666666668,24.03723398992028,split2,0.21766331487963764
MW201500000231,2015,MW,-0.649887174851057,0.399253556358607,0.45625,0.4709002293577982,,,False,147.0,2015.0,R,-13.899303,33.968361,MWGE7AFL,Lilongwe,Central Region,Malawi,MWI,MWGE7AFL00000231.tif,24.34177215189873,21.73906213386953,split2,0.1548343121252862
ZW201500000380,2015,ZW,1.4651927922516854,0.58386162730192,0.6361111111111111,0.6565366972477064,0.578,0.6504369538077404,False,101.0,2015.0,R,-17.806438,32.001973,ZWGE72FL,Murehwa,Mashonaland East,Zimbabwe,ZWE,ZWGE72FL00000380.tif,29.017241379310345,25.465829447506437,split2,0.18472681081212583
UG201600000110,2016,UG,-1.70173531102273,0.3074463157983548,0.3911616161616161,0.4037218515429524,,,False,128.0,2016.0,R,0.598641070047,31.5304754699,UGGE7AFL,Buwekula,Mubende,Uganda,UGA,UGGE7AFL00000110.tif,20.91044776119403,19.50969560305196,split2,0.7439712647618281
AO201500000077,2015,AO,-1.0722776953579145,0.3623865345966232,0.5364814814814814,0.5537079510703363,,,False,108.0,2015.0,R,-4.653519,12.731428,AOGE71FL,Belize,Cabinda,Angola,AGO,AOGE71FL00000077.tif,18.13793103448276,16.212890989603746,split2,0.27848388754357145
NG201800000461,2018,NG,-5.224189882926692,0.0,0.0,0.0,0.209,0.1897627965043695,False,202.0,2018.0,R,11.993305,11.074694,NGGE7BFL,Fune,Yobe,Nigeria,NGA,NGGE7BFL00000461.tif,21.258064516129032,17.32609443547786,split2,0.44502108843784716
UG201600000164,2016,UG,0.9599426474012892,0.5397624650785513,0.5864106753812637,0.6052403759669005,,,False,149.0,2016.0,R,0.817884837631,33.3042878099,UGGE7AFL,Luuka,Luuka,Uganda,UGA,UGGE7AFL00000164.tif,16.88607594936709,14.522297040327024,split2,0.6342973557905148
UG201600000481,2016,UG,-1.4485749620247137,0.3295426168341395,0.4061111111111111,0.4191513761467889,,,False,117.0,2016.0,R,1.36950923294,31.4248786285,UGGE7AFL,Bugahya,Hoima,Uganda,UGA,UGGE7AFL00000481.tif,21.210526315789476,19.537269185278817,split2,6.675328997762797e-05
KE202200000735,2022,KE,3.5750161465787818,0.7680108914108337,0.7064814814814815,0.7291666666666666,,,False,67.0,2022.0,R,-0.843313,36.957959,KEGE8AFL,Maragua,Central,Kenya,KEN,KEGE8AFL00000735.tif,34.21621621621622,22.83045618750816,split2,0.29445737165632435
CM201800000252,2018,CM,-1.98590369391474,0.2826435765143954,0.2455026455026455,0.2533857579729139,,,False,167.0,2018.0,R,10.886332,14.161125,CMGE71FL,Mayo-Sava,Extrême - Nord,Cameroon,CMR,CMGE71FL00000252.tif,21.973684210526315,19.26653311433103,split2,0.04500608060062816
MD202100000150,2021,MD,-0.6866665305800117,0.3960433865223521,0.2905092592592593,0.2998375382262997,0.402,0.4307116104868915,False,228.0,2021.0,R,-19.090451,46.146853,MDGE81FL,Tsiroanomandidy,Bongolava,Madagascar,MDG,MDGE81FL00000150.tif,18.145631067961165,15.7146165050812,split2,0.6032145489796139
SL201900000564,2019,SL,0.5080154432986247,0.5003174272294717,0.535515873015873,0.5527113368283092,,,False,113.0,2019.0,R,8.955901,-12.014774,SLGE7AFL,Bombali,Northern,Sierra Leone,SLE,SLGE7AFL00000564.tif,27.21212121212121,22.772125438124935,split2,0.19877054657217852
TZ202200000248,2022,TZ,3.371271592416865,0.7502276918656365,0.6583333333333333,0.6794724770642201,,,False,80.0,2022.0,R,-9.507652,33.885066,TZGE81FL,Kyela,Mbeya,Tanzania,TZA,TZGE81FL00000248.tif,29.642857142857142,21.05373083046169,split2,0.7496868681483226
LB201900000185,2019,LB,-1.623730899552093,0.3142546843473645,0.4370642701525054,0.4510984439647418,0.57,0.6404494382022472,False,118.0,2019.0,R,6.579483,-10.566491,LBGE7AFL,St. Paul River,Montserrado,Liberia,LBR,LBGE7AFL00000185.tif,23.70175438596491,18.05048961769726,split2,0.019672827660393688
NG201800001029,2018,NG,1.515324120264981,0.5882371818446819,0.5547385620915033,0.5725512682137075,0.674,0.770287141073658,False,92.0,2018.0,R,6.105192,8.358746,NGGE7BFL,Obubra,Cross River,Nigeria,NGA,NGGE7BFL00001029.tif,28.295454545454547,17.72998976305079,split2,0.6550704578298905
CI202100000319,2021,CI,-1.1629953253548722,0.3544685329443131,0.3726851851851852,0.3846521406727828,,,False,146.0,2021.0,R,5.86690144243,-5.35171678507,CIGE81FL,Lôh-Djiboua,Gôh-Djiboua,Cote d'Ivoire,CIV,CIGE81FL00000319.tif,26.5375,22.22038279131134,split2,0.8794194269693463
NG201800000727,2018,NG,-5.224189882926692,0.0,0.0,0.0,,,False,229.0,2018.0,R,12.23973,5.2925,NGGE7BFL,Gummi,Zamfara,Nigeria,NGA,NGGE7BFL00000727.tif,16.19090909090909,15.84876660297881,split2,0.3884802045303424
UG201600000582,2016,UG,0.0572628388139683,0.4609749105961304,0.487037037037037,0.5026758409785932,,,False,121.0,2016.0,R,-0.697420886887,30.2124728743,UGGE7AFL,Sheema,Sheema,Uganda,UGA,UGGE7AFL00000582.tif,23.306451612903224,20.605258528002437,split2,0.973869430756915
UG201600000109,2016,UG,-1.233705473559656,0.3482968211134446,0.45,0.4644495412844036,,,False,124.0,2016.0,R,0.788869856886,31.8995898995,UGGE7AFL,Kiboga,Kyankwanzi,Uganda,UGA,UGGE7AFL00000109.tif,22.779661016949152,21.466949574195212,split2,0.28658118060789173
MD202100000115,2021,MD,1.3034205191807275,0.5697418456727398,0.4259259259259259,0.4396024464831804,0.447,0.4868913857677903,False,111.0,2021.0,R,-18.823179,47.313401,MDGE81FL,Arivonimamo,Itasy,Madagascar,MDG,MDGE81FL00000115.tif,30.071428571428573,22.11199357227339,split2,0.06755522747529419
NG201800000630,2018,NG,-3.9023482120105655,0.1153727730184009,,,0.384,0.4082397003745319,False,156.0,2018.0,R,12.672857,7.877001,NGGE7BFL,Bindawa,Katsina,Nigeria,NGA,NGGE7BFL00000630.tif,20.55263157894737,17.907461935809224,split2,0.4031045232520558
MD202100000448,2021,MD,-0.2996525158766415,0.4298226817705992,0.4269471677559913,0.440656480482101,0.375,0.3970037453183521,False,141.0,2021.0,R,-16.69985,47.623841,MDGE81FL,Tsaratanana,Betsiboka,Madagascar,MDG,MDGE81FL00000448.tif,22.2054794520548,20.218225348068167,split2,0.07339599698990984
KE202200001256,2022,KE,3.148870117542686,0.7308160819548726,0.7250000000000001,0.7482798165137615,,,False,120.0,2022.0,R,-0.620401,35.264012,KEGE8AFL,Buret,Rift Valley,Kenya,KEN,KEGE8AFL00001256.tif,27.34426229508197,17.62657581220437,split2,0.17197319349515927
SL201900000499,2019,SL,-0.8769455621768418,0.3794354825610802,0.4131111111111111,0.4263761467889908,,,False,131.0,2019.0,R,8.173516,-10.781388,SLGE7AFL,Kailahun,Eastern,Sierra Leone,SLE,SLGE7AFL00000499.tif,27.319444444444443,21.70079922516576,split2,0.675864122223578
MD202100000313,2021,MD,-1.313811389344249,0.3413050294014753,0.3069444444444444,0.3168004587155962,0.501,0.5543071161048689,False,97.0,2021.0,R,-19.782868,48.777939,MDGE81FL,Mahanoro,Atsinanana,Madagascar,MDG,MDGE81FL00000313.tif,26.58333333333333,20.814104601318064,split2,0.7257455305038861
SN201800000148,2018,SN,-2.6097432327501107,0.2281937137981791,0.2238425925925925,0.2310301987767583,0.275,0.2721598002496879,False,174.0,2018.0,R,12.892499,-14.25169,SNGE81FL,Kolda,Kolda,Senegal,SEN,SNGE81FL00000148.tif,20.693181818181817,18.632784081645685,split2,0.8689838047461662
NG201800000155,2018,NG,-0.1525990927854286,0.4426577750931775,0.4893518518518518,0.50506498470948,0.594,0.6704119850187267,False,135.0,2018.0,R,8.743818,7.553804,NGGE7BFL,Nassarawa,Nassarawa,Nigeria,NGA,NGGE7BFL00000155.tif,19.388059701492537,17.080872896473196,split2,0.8129269510940555
SN201700000304,2017,SN,-3.965482674982667,0.1098622809327106,0.136484468339307,0.140866997139193,,,False,233.0,2017.0,R,14.158726,-15.313675,SNGE7RFL,Maleme hodar,Kaffrine,Senegal,SEN,SNGE7RFL00000304.tif,18.95744680851064,18.06886522661309,split2,0.8664636718598235
MZ201500000213,2015,MZ,-2.185812491014729,0.2651951689027534,0.2733333333333333,0.2821100917431192,0.374,0.3957553058676655,True,107.0,2015.0,R,-24.728941,33.616272,MZGE71FL,Chibuto,Gaza,Mozambique,MOZ,MZGE71FL00000213.tif,28.15873015873016,24.695700519886994,split2,0.2539807279917554
GN201800000122,2018,GN,-3.554827833048751,0.1457049910770448,,,0.273,0.2696629213483146,False,86.0,2018.0,R,10.857437,-12.359758,GNGE71FL,Pita,Mamou,Guinea,GIN,GNGE71FL00000122.tif,31.979166666666668,22.23710679112093,split2,0.5715740682119591
KE202200000310,2022,KE,-2.978955587421914,0.1959681801897427,0.2333333333333333,0.2408256880733944,,,False,135.0,2022.0,R,3.94028,41.222914,KEGE8AFL,Mandera,North Eastern,Kenya,KEN,KEGE8AFL00000310.tif,17.966101694915253,16.859424972497514,split2,0.9089268824163028
SL201900000184,2019,SL,-2.420579244681832,0.2447042947087742,0.3104700854700855,0.320439308398024,,,False,110.0,2019.0,R,9.773355,-11.057751,SLGE7AFL,Koinadugu,Northern,Sierra Leone,SLE,SLGE7AFL00000184.tif,21.689655172413797,18.4278649576274,split2,0.25045348426240366
ZW201500000169,2015,ZW,3.060592212275135,0.7231110239656551,,,0.578,0.6504369538077404,False,91.0,2015.0,R,-18.368387,31.122019,ZWGE72FL,Marondera,Mashonaland East,Zimbabwe,ZWE,ZWGE72FL00000169.tif,31.45098039215686,23.86907097102038,split2,0.4236195912388474
KE202200000724,2022,KE,2.4147008024435785,0.6667364333769161,,,,,False,75.0,2022.0,R,-0.86696,36.916327,KEGE8AFL,Thika,Central,Kenya,KEN,KEGE8AFL00000724.tif,31.04878048780488,25.006950253391757,split2,0.07685089116686561
